,ticker,exchange,name,sector,industry
5256,NNI,NYSE,"NELNET, INC.",FINANCE,FINANCE: CONSUMER SERVICES
5271,NYCB,NYSE,"NEW YORK COMMUNITY BANCORP, INC.",FINANCE,BANKS
5301,NOAH,NYSE,NOAH HOLDINGS LTD.,FINANCE,INVESTMENT MANAGERS
5307,NMR,NYSE,NOMURA HOLDINGS INC ADR,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
5411,OAK,NYSE,"OAKTREE CAPITAL GROUP, LLC",FINANCE,INVESTMENT MANAGERS
5418,OZM,NYSE,OCH-ZIFF CAPITAL MANAGEMENT GROUP LLC,FINANCE,INVESTMENT MANAGERS
5420,OCN,NYSE,OCWEN FINANCIAL CORPORATION,FINANCE,FINANCE: CONSUMER SERVICES
5421,OFG,NYSE,OFG BANCORP,FINANCE,MAJOR BANKS
5422,OFG^A,NYSE,OFG BANCORP,FINANCE,MAJOR BANKS
5429,ORI,NYSE,OLD REPUBLIC INTERNATIONAL CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS
5434,ONDK,NYSE,"ON DECK CAPITAL, INC.",FINANCE,FINANCE: CONSUMER SERVICES
5437,OMAD,NYSE,ONE MADISON CORPORATION,FINANCE,BUSINESS SERVICES
5440,OMF,NYSE,"ONEMAIN HOLDINGS, INC.",FINANCE,FINANCE: CONSUMER SERVICES
5444,OPY,NYSE,"OPPENHEIMER HOLDINGS, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
5451,IX,NYSE,ORIX CORP ADS,FINANCE,DIVERSIFIED FINANCIAL SERVICES
5496,PFSI,NYSE,"PENNYMAC FINANCIAL SERVICES, INC.",FINANCE,FINANCE: CONSUMER SERVICES
5514,PHH,NYSE,PHH CORP,FINANCE,DIVERSIFIED FINANCIAL SERVICES
5549,PJC,NYSE,PIPER JAFFRAY COMPANIES,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
5553,PJT,NYSE,PJT PARTNERS INC.,FINANCE,INVESTMENT MANAGERS
5561,PNC,NYSE,"PNC FINANCIAL SERVICES GROUP, INC. (THE)",FINANCE,MAJOR BANKS
5571,PPDF,NYSE,PPDAI GROUP INC.,FINANCE,FINANCE: CONSUMER SERVICES
5575,PYS,NYSE,PPLUS TRUST,FINANCE,FINANCE: CONSUMER SERVICES
5576,PYT,NYSE,PPLUS TRUST,FINANCE,FINANCE: CONSUMER SERVICES
5583,PRI,NYSE,"PRIMERICA, INC.",FINANCE,LIFE INSURANCE
5585,PRA,NYSE,PROASSURANCE CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS
5587,PGR,NYSE,PROGRESSIVE CORPORATION (THE),FINANCE,PROPERTY-CASUALTY INSURERS
5592,PB,NYSE,"PROSPERITY BANCSHARES, INC.",FINANCE,MAJOR BANKS
5594,PFS,NYSE,"PROVIDENT FINANCIAL SERVICES, INC",FINANCE,SAVINGS INSTITUTIONS
5595,PJH,NYSE,"PRUDENTIAL FINANCIAL, INC.",FINANCE,LIFE INSURANCE
5596,PRH,NYSE,"PRUDENTIAL FINANCIAL, INC.",FINANCE,LIFE INSURANCE
5597,PRU,NYSE,"PRUDENTIAL FINANCIAL, INC.",FINANCE,LIFE INSURANCE
5599,PUK,NYSE,PRUDENTIAL PUBLIC LIMITED COMPANY,FINANCE,LIFE INSURANCE
5633,PZN,NYSE,PZENA INVESTMENT MANAGEMENT INC,FINANCE,INVESTMENT MANAGERS
5645,QD,NYSE,QUDIAN INC.,FINANCE,FINANCE: CONSUMER SERVICES
5660,RDN,NYSE,RADIAN GROUP INC.,FINANCE,PROPERTY-CASUALTY INSURERS
5672,RJF,NYSE,"RAYMOND JAMES FINANCIAL, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
5677,RMAX,NYSE,"RE/MAX HOLDINGS, INC.",FINANCE,REAL ESTATE
5678,RLGY,NYSE,REALOGY HOLDINGS CORP.,FINANCE,REAL ESTATE
5684,RWGE,NYSE,REGALWOOD GLOBAL ENERGY LTD.,FINANCE,BUSINESS SERVICES
5688,RM,NYSE,REGIONAL MANAGEMENT CORP.,FINANCE,FINANCE: CONSUMER SERVICES
5689,RF,NYSE,REGIONS FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
5693,RGA,NYSE,"REINSURANCE GROUP OF AMERICA, INCORPORATED",FINANCE,LIFE INSURANCE
5694,RZA,NYSE,"REINSURANCE GROUP OF AMERICA, INCORPORATED",FINANCE,LIFE INSURANCE
5695,RZB,NYSE,"REINSURANCE GROUP OF AMERICA, INCORPORATED",FINANCE,LIFE INSURANCE
5699,RNR,NYSE,RENAISSANCERE HOLDINGS LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
5729,RLI,NYSE,RLI CORP.,FINANCE,PROPERTY-CASUALTY INSURERS
5738,ROL,NYSE,"ROLLINS, INC.",FINANCE,DIVERSIFIED COMMERCIAL SERVICES
5742,RY,NYSE,ROYAL BANK OF CANADA,FINANCE,COMMERCIAL BANKS
5744,RBS,NYSE,ROYAL BANK SCOTLAND PLC (THE),FINANCE,COMMERCIAL BANKS
5760,SPGI,NYSE,S&P GLOBAL INC.,FINANCE,FINANCE: CONSUMER SERVICES
5765,SFE,NYSE,"SAFEGUARD SCIENTIFICS, INC.",FINANCE,FINANCE/INVESTORS SERVICES
5778,SC,NYSE,SANTANDER CONSUMER USA HOLDINGS INC.,FINANCE,FINANCE: CONSUMER SERVICES
5817,JBN,NYSE,SELECT ASSET INC.,FINANCE,FINANCE: CONSUMER SERVICES
5818,JBR,NYSE,SELECT ASSET INC.,FINANCE,FINANCE: CONSUMER SERVICES
5821,SGZA,NYSE,"SELECTIVE INSURANCE GROUP, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
5830,SRG,NYSE,SERITAGE GROWTH PROPERTIES,FINANCE,REAL ESTATE
5839,SHG,NYSE,SHINHAN FINANCIAL GROUP CO LTD,FINANCE,MAJOR BANKS
5864,IPOA,NYSE,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP.,FINANCE,BUSINESS SERVICES
5870,SMFG,NYSE,SUMITOMO MITSUI FINANCIAL GROUP INC,FINANCE,COMMERCIAL BANKS
5923,STT,NYSE,STATE STREET CORPORATION,FINANCE,MAJOR BANKS
5936,STL,NYSE,STERLING BANCORP,FINANCE,MAJOR BANKS
5937,STL^A,NYSE,STERLING BANCORP,FINANCE,MAJOR BANKS
5938,STC,NYSE,STEWART INFORMATION SERVICES CORPORATION,FINANCE,SPECIALTY INSURERS
5939,SF,NYSE,STIFEL FINANCIAL CORPORATION,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
5940,SF^A,NYSE,STIFEL FINANCIAL CORPORATION,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
5941,SFB,NYSE,STIFEL FINANCIAL CORPORATION,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
5948,GJH,NYSE,STRATS TRUST,FINANCE,FINANCE: CONSUMER SERVICES
5949,GJO,NYSE,STRATS TRUST,FINANCE,FINANCE: CONSUMER SERVICES
5950,GJS,NYSE,STRATS TRUST,FINANCE,FINANCE: CONSUMER SERVICES
5960,SLF,NYSE,SUN LIFE FINANCIAL INC.,FINANCE,LIFE INSURANCE
5969,STI,NYSE,"SUNTRUST BANKS, INC.",FINANCE,MAJOR BANKS
5981,SYF,NYSE,SYNCHRONY FINANCIAL,FINANCE,FINANCE: CONSUMER SERVICES
5983,SNV,NYSE,SYNOVUS FINANCIAL CORP.,FINANCE,MAJOR BANKS
5987,GJT,NYSE,"SYNTHETIC FIXED-INCOME SECURITIES, INC.",FINANCE,FINANCE: CONSUMER SERVICES
5988,GJV,NYSE,"SYNTHETIC FIXED-INCOME SECURITIES, INC.",FINANCE,FINANCE: CONSUMER SERVICES
6012,TCF,NYSE,TCF FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
6031,TRC,NYSE,TEJON RANCH CO,FINANCE,REAL ESTATE
6067,TRNO,NYSE,TERRENO REALTY CORPORATION,FINANCE,REAL ESTATE
6074,BX,NYSE,THE BLACKSTONE GROUP L.P.,FINANCE,INVESTMENT MANAGERS
6076,SCHW,NYSE,THE CHARLES SCHWAB CORPORATION,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
6086,THG,NYSE,"THE HANOVER INSURANCE GROUP, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
6087,THGA,NYSE,"THE HANOVER INSURANCE GROUP, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
6090,TRV,NYSE,"THE TRAVELERS COMPANIES, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
6094,TPRE,NYSE,THIRD POINT REINSURANCE LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
6115,TMK,NYSE,TORCHMARK CORPORATION,FINANCE,LIFE INSURANCE
6118,TD,NYSE,TORONTO DOMINION BANK (THE),FINANCE,COMMERCIAL BANKS
6128,TPGE,NYSE,TPG PACE ENERGY HOLDINGS CORP.,FINANCE,BUSINESS SERVICES
6131,TPGH,NYSE,TPG PACE HOLDINGS CORP.,FINANCE,BUSINESS SERVICES
6143,TRU,NYSE,TRANSUNION,FINANCE,FINANCE: CONSUMER SERVICES
6161,GTS,NYSE,TRIPLE-S MANAGEMENT CORPORATION,FINANCE,ACCIDENT &HEALTH INSURANCE
6184,USB,NYSE,U.S. BANCORP,FINANCE,MAJOR BANKS
6185,USB^A,NYSE,U.S. BANCORP,FINANCE,MAJOR BANKS
6191,UBS,NYSE,UBS AG,FINANCE,MAJOR BANKS
6205,LTN,NYSE,UNION ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
6228,UVE,NYSE,UNIVERSAL INSURANCE HOLDINGS INC,FINANCE,PROPERTY-CASUALTY INSURERS
6230,UNM,NYSE,UNUM GROUP,FINANCE,ACCIDENT &HEALTH INSURANCE
6231,UE,NYSE,URBAN EDGE PROPERTIES,FINANCE,REAL ESTATE
6250,VR,NYSE,"VALIDUS HOLDINGS, LTD.",FINANCE,PROPERTY-CASUALTY INSURERS
6253,VLY,NYSE,VALLEY NATIONAL BANCORP,FINANCE,MAJOR BANKS
6255,VLY^A,NYSE,VALLEY NATIONAL BANCORP,FINANCE,MAJOR BANKS
6305,VOYA,NYSE,"VOYA FINANCIAL, INC.",FINANCE,LIFE INSURANCE
6315,WRB,NYSE,W.R. BERKLEY CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS
6324,WDR,NYSE,"WADDELL & REED FINANCIAL, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
6326,WD,NYSE,"WALKER & DUNLOP, INC.",FINANCE,FINANCE: CONSUMER SERVICES
6342,WBS,NYSE,WEBSTER FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
6350,WFC,NYSE,WELLS FARGO & COMPANY,FINANCE,MAJOR BANKS
6372,WAL,NYSE,WESTERN ALLIANCE BANCORPORATION,FINANCE,MAJOR BANKS
6373,WALA,NYSE,WESTERN ALLIANCE BANCORPORATION,FINANCE,MAJOR BANKS
6401,WBK,NYSE,WESTPAC BANKING CORPORATION,FINANCE,COMMERCIAL BANKS
6403,WHG,NYSE,WESTWOOD HOLDINGS GROUP INC,FINANCE,INVESTMENT MANAGERS
6409,WTM,NYSE,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",FINANCE,PROPERTY-CASUALTY INSURERS
6421,WF,NYSE,WOORI BANK,FINANCE,COMMERCIAL BANKS
6436,XL,NYSE,XL GROUP LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
6444,YRD,NYSE,YIRENDAI LTD.,FINANCE,FINANCE: CONSUMER SERVICES
6454,ZBK,NYSE,ZIONS BANCORPORATION,FINANCE,MAJOR BANKS
