,Date,datetime,Open,High,Low,Close
1361,1990-04-06,1990-04-06,28274.23,29278.78,28274.23,29278.78
1362,1990-04-09,1990-04-09,29297.73,30524.19,29297.73,30397.93
1363,1990-04-10,1990-04-10,30382.92,30382.92,29624.68,29624.68
1364,1990-04-11,1990-04-11,29654.49,30003.06,29340.18,29440.28
1365,1990-04-12,1990-04-12,29457.26,29687.96,29127.64,29623.2
1366,1990-04-13,1990-04-13,29586.28,29586.28,28953.5,29213.92
1367,1990-04-16,1990-04-16,29153.01,29153.01,28396.35,28463.18
1368,1990-04-17,1990-04-17,28406.52,28861.3,28335.93,28461.6
1369,1990-04-18,1990-04-18,28426.55,29250.35,28426.55,29249.06
1370,1990-04-19,1990-04-19,29296.25,30034.45,29296.25,29945.41
1371,1990-04-20,1990-04-20,29968.31,30200.49,29624.68,29835.44
1372,1990-04-23,1990-04-23,29834.45,29953.41,29520.63,29679.07
1373,1990-04-24,1990-04-24,29629.91,29629.91,29285.09,29501.38
1374,1990-04-25,1990-04-25,29507.4,29710.86,29433.27,29564.36
1375,1990-04-26,1990-04-26,29574.23,29679.57,29424.58,29424.58
1376,1990-04-27,1990-04-27,29437.02,29636.72,29437.02,29584.8
1377,1990-05-01,1990-05-01,29593.58,29691.02,29519.25,29689.83
1378,1990-05-02,1990-05-02,29736.03,30173.64,29736.03,30173.64
1379,1990-05-07,1990-05-07,30211.55,30956.66,30211.55,30956.27
1380,1990-05-08,1990-05-08,30949.56,31039.88,30729.52,30970.58
1381,1990-05-09,1990-05-09,30979.86,31110.76,30834.75,30945.61
1382,1990-05-10,1990-05-10,30957.16,31260.81,30957.16,30980.26
1383,1990-05-11,1990-05-11,31013.23,31513.13,31013.23,31512.14
1384,1990-05-14,1990-05-14,31541.95,32071.08,31541.95,32042.65
1385,1990-05-15,1990-05-15,32046.0,32323.3,31888.94,31997.04
1386,1990-05-16,1990-05-16,31982.63,32083.12,31905.63,31967.62
1387,1990-05-17,1990-05-17,31970.19,32178.68,31881.64,32061.6
1388,1990-05-18,1990-05-18,32093.39,32203.16,31870.48,32013.72
1389,1990-05-21,1990-05-21,31987.36,31987.36,31605.33,31765.05
1390,1990-05-22,1990-05-22,31721.32,31938.3,31599.7,31938.3
1391,1990-05-23,1990-05-23,31989.73,32316.78,31989.73,32176.51
1392,1990-05-24,1990-05-24,32184.4,32328.92,32069.5,32311.75
1393,1990-05-25,1990-05-25,32340.38,32838.89,32340.38,32793.88
1394,1990-05-28,1990-05-28,32838.8,33224.19,32838.8,33191.61
1395,1990-05-29,1990-05-29,33191.12,33203.75,32776.6,32817.67
1396,1990-05-30,1990-05-30,32804.74,33002.37,32465.35,32926.26
1397,1990-05-31,1990-05-31,32961.4,33227.94,32876.51,33130.8
1398,1990-06-01,1990-06-01,33110.37,33110.37,32831.39,32891.12
1399,1990-06-04,1990-06-04,32910.76,33081.93,32898.22,32925.37
1400,1990-06-05,1990-06-05,32944.72,33054.2,32855.68,32921.62
1401,1990-06-06,1990-06-06,32913.82,33052.32,32838.99,32953.5
1402,1990-06-07,1990-06-07,32938.7,33217.37,32937.02,33192.5
1403,1990-06-08,1990-06-08,33211.65,33344.92,32951.04,32993.29
1404,1990-06-11,1990-06-11,32963.97,32963.97,32487.96,32540.18
1405,1990-06-12,1990-06-12,32490.42,32593.98,32284.6,32322.31
1406,1990-06-13,1990-06-13,32349.26,32466.04,32190.52,32371.77
1407,1990-06-14,1990-06-14,32408.88,32755.97,32408.88,32668.11
1408,1990-06-15,1990-06-15,32659.03,32714.31,32536.92,32538.4
1409,1990-06-18,1990-06-18,32530.31,32634.35,32306.32,32376.8
1410,1990-06-19,1990-06-19,32324.19,32324.19,31913.82,32040.38
1411,1990-06-20,1990-06-20,32045.01,32182.33,32005.63,32087.76
1412,1990-06-21,1990-06-21,32100.49,32316.88,31922.51,32087.27
1413,1990-06-22,1990-06-22,32040.38,32040.38,31644.52,31694.57
1414,1990-06-25,1990-06-25,31637.71,31637.71,31124.19,31124.19
1415,1990-06-26,1990-06-26,31118.84,31572.85,31086.34,31571.77
1416,1990-06-27,1990-06-27,31600.02,32312.75,31600.02,32312.75
1417,1990-06-28,1990-06-28,32324.01,32338.83,31931.15,32106.19
1418,1990-06-29,1990-06-29,32144.52,32342.98,31934.11,31940.24
1419,1990-07-02,1990-07-02,31924.03,32160.23,31766.08,32160.23
1420,1990-07-03,1990-07-03,32179.89,32414.6,32133.95,32414.6
1421,1990-07-04,1990-07-04,32414.3,32627.38,32398.7,32445.92
1422,1990-07-05,1990-07-05,32449.47,32590.64,32351.67,32351.67
1423,1990-07-06,1990-07-06,32346.14,32482.27,32272.15,32445.12
1424,1990-07-09,1990-07-09,32457.57,32608.71,32417.96,32538.28
1425,1990-07-10,1990-07-10,32552.9,32552.9,32152.43,32152.43
1426,1990-07-11,1990-07-11,32151.24,32456.78,32144.13,32294.18
1427,1990-07-12,1990-07-12,32330.83,32577.79,32266.32,32575.32
1428,1990-07-13,1990-07-13,32616.91,32767.86,32524.05,32644.37
1429,1990-07-16,1990-07-16,32677.86,33021.73,32677.86,33021.73
1430,1990-07-17,1990-07-17,33065.1,33177.71,32968.78,33172.28
1431,1990-07-18,1990-07-18,33173.76,33186.8,32971.95,33048.11
1432,1990-07-19,1990-07-19,33051.17,33077.55,32847.87,33055.62
1433,1990-07-20,1990-07-20,33022.72,33022.72,32416.77,32421.52
1434,1990-07-23,1990-07-23,32421.12,32421.12,31781.59,31894.79
1435,1990-07-24,1990-07-24,31834.14,31924.03,31504.3,31702.46
1436,1990-07-25,1990-07-25,31739.01,31845.9,31650.7,31701.27
1437,1990-07-26,1990-07-26,31706.11,31794.53,31327.67,31369.75
1438,1990-07-27,1990-07-27,31341.4,31341.4,30377.95,30863.48
1439,1990-07-30,1990-07-30,30846.49,30846.49,30296.55,30442.95
1440,1990-07-31,1990-07-31,30504.49,31040.7,30504.49,31035.66
1441,1990-08-01,1990-08-01,31086.14,31371.53,30656.82,30837.99
1442,1990-08-02,1990-08-02,30799.96,30799.96,29929.27,30245.18
1443,1990-08-03,1990-08-03,30221.77,30221.77,29515.76,29515.76
1444,1990-08-06,1990-08-06,29486.12,29486.12,28272.65,28599.53
1445,1990-08-07,1990-08-07,28598.54,28598.54,27240.94,27653.07
1446,1990-08-08,1990-08-08,27657.12,28521.58,27572.56,28509.14
1447,1990-08-09,1990-08-09,28502.42,28502.42,27615.73,27615.73
1448,1990-08-10,1990-08-10,27645.56,27919.19,27168.23,27329.55
1449,1990-08-13,1990-08-13,27282.13,27282.13,25913.76,26176.43
1450,1990-08-14,1990-08-14,26193.62,26788.8,25949.22,26672.53
1451,1990-08-15,1990-08-15,26716.88,28158.85,26716.88,28112.12
1452,1990-08-16,1990-08-16,28097.11,28097.11,27436.33,27549.44
1453,1990-08-17,1990-08-17,27526.82,27526.82,26651.78,26786.72
1454,1990-08-20,1990-08-20,26759.66,26923.54,26456.09,26490.47
1455,1990-08-21,1990-08-21,26548.85,26956.14,26297.84,26297.84
1456,1990-08-22,1990-08-22,26254.37,26254.37,24844.51,25210.91
1457,1990-08-23,1990-08-23,25198.76,25198.76,23649.21,23737.63
1458,1990-08-24,1990-08-24,23731.01,24484.54,23547.27,24165.76
1459,1990-08-27,1990-08-27,24183.44,25141.76,24183.44,25141.76
1460,1990-08-28,1990-08-28,25145.71,25913.66,25145.71,25710.76
1461,1990-08-29,1990-08-29,25700.98,25700.98,24854.98,24894.79
1462,1990-08-30,1990-08-30,24915.64,25673.32,24750.77,25669.96
1463,1990-08-31,1990-08-31,25645.56,26183.44,25560.9,25978.37
1464,1990-09-03,1990-09-03,26014.13,26163.49,25417.86,25420.43
1465,1990-09-04,1990-09-04,25429.42,25459.84,24803.02,24907.64
1466,1990-09-05,1990-09-05,24888.27,24888.27,23640.52,24078.34
1467,1990-09-06,1990-09-06,24095.92,24268.3,23620.37,23811.91
1468,1990-09-07,1990-09-07,23786.82,24045.14,23405.71,23962.07
1469,1990-09-10,1990-09-10,23997.23,25080.9,23997.23,25080.9
1470,1990-09-11,1990-09-11,25064.01,25064.01,24470.71,24604.66
1471,1990-09-12,1990-09-12,24600.81,25288.06,24463.6,25216.14
1472,1990-09-13,1990-09-13,25253.68,25487.8,25012.35,25075.08
1473,1990-09-14,1990-09-14,25064.21,25064.21,24834.24,24897.46
1474,1990-09-17,1990-09-17,24888.67,24888.67,24286.48,24365.6
1475,1990-09-18,1990-09-18,24331.03,24331.03,23308.31,23884.82
1476,1990-09-19,1990-09-19,23879.38,24131.29,23726.17,23726.17
1477,1990-09-20,1990-09-20,23734.07,23836.41,23432.18,23602.98
1478,1990-09-21,1990-09-21,23570.09,23782.08,23049.99,23777.83
1479,1990-09-25,1990-09-25,23762.03,23762.03,23218.5,23359.32
1480,1990-09-26,1990-09-26,23371.08,23518.43,22250.62,22250.62
1481,1990-09-27,1990-09-27,22232.14,22311.89,21531.77,21771.91
1482,1990-09-28,1990-09-28,21756.2,21756.2,20671.01,20983.5
1483,1990-10-01,1990-10-01,20986.07,21075.5,19781.7,20221.86
1484,1990-10-02,1990-10-02,20221.86,22899.4,20221.86,22898.41
1485,1990-10-03,1990-10-03,22898.11,23462.89,22578.02,22849.39
1486,1990-10-04,1990-10-04,22829.03,22829.03,22260.1,22278.19
1487,1990-10-05,1990-10-05,22308.43,23139.74,22308.43,22827.65
1488,1990-10-08,1990-10-08,22857.59,23630.0,22857.59,23630.0
1489,1990-10-09,1990-10-09,23643.05,23971.44,23361.7,23495.11
1490,1990-10-11,1990-10-11,23479.69,23479.69,22521.2,22585.63
1491,1990-10-12,1990-10-12,22557.17,22557.17,22131.83,22390.16
1492,1990-10-15,1990-10-15,22404.09,23109.2,22404.09,23109.2
1493,1990-10-16,1990-10-16,23143.41,23819.48,23143.41,23606.1
1494,1990-10-17,1990-10-17,23615.4,24053.94,23551.46,23859.36
1495,1990-10-18,1990-10-18,23857.98,24367.08,23763.36,24367.08
1496,1990-10-19,1990-10-19,24363.92,25003.17,24363.92,24481.49
1497,1990-10-22,1990-10-22,24489.51,25232.38,24489.51,25070.86
1498,1990-10-23,1990-10-23,25099.07,25432.9,25083.53,25298.3
1499,1990-10-24,1990-10-24,25271.28,25271.28,24677.26,24876.88
1500,1990-10-25,1990-10-25,24907.56,25485.85,24907.56,25352.63
1501,1990-10-26,1990-10-26,25323.27,25323.27,24866.08,25005.64
1502,1990-10-29,1990-10-29,25004.36,25393.25,25004.26,25329.31
1503,1990-10-30,1990-10-30,25328.52,25328.52,24885.18,25242.4
1504,1990-10-31,1990-10-31,25253.49,25444.92,25144.71,25194.1
1505,1990-11-01,1990-11-01,25159.95,25159.95,24204.69,24295.16
1506,1990-11-02,1990-11-02,24244.28,24385.03,23671.98,24194.99
1507,1990-11-05,1990-11-05,24232.01,24575.37,24232.01,24385.33
1508,1990-11-06,1990-11-06,24416.41,24645.25,23867.66,23965.75
1509,1990-11-07,1990-11-07,23938.34,23938.34,23401.46,23500.25
1510,1990-11-08,1990-11-08,23444.03,23444.03,22833.71,22969.81
1511,1990-11-09,1990-11-09,22946.95,22946.95,22482.04,22931.8
1512,1990-11-13,1990-11-13,22938.73,23974.07,22938.73,23973.67
1513,1990-11-14,1990-11-14,23940.81,24045.83,23629.52,23937.44
1514,1990-11-15,1990-11-15,23931.01,23959.71,23453.23,23487.48
1515,1990-11-16,1990-11-16,23455.41,23455.41,22874.39,23171.63
1516,1990-11-19,1990-11-19,23192.62,23518.16,23176.68,23518.16
1517,1990-11-20,1990-11-20,23478.67,23478.67,23202.81,23205.48
1518,1990-11-21,1990-11-21,23158.17,23158.17,22615.26,22816.99
1519,1990-11-22,1990-11-22,22821.44,23400.28,22821.44,23400.28
1520,1990-11-26,1990-11-26,23416.78,23766.09,23416.78,23762.86
1521,1990-11-27,1990-11-27,23737.14,23737.14,23533.44,23623.51
1522,1990-11-28,1990-11-28,23609.52,23767.06,23046.25,23053.88
1523,1990-11-29,1990-11-29,23030.9,23030.9,22265.6,22712.6
1524,1990-11-30,1990-11-30,22684.04,22684.04,21933.99,22454.63
1525,1990-12-03,1990-12-03,22456.87,23033.74,22456.87,22725.99
1526,1990-12-04,1990-12-04,22679.05,22679.05,21862.41,21862.61
1527,1990-12-05,1990-12-05,21901.72,22250.64,21626.64,22193.72
1528,1990-12-06,1990-12-06,22238.8,22609.13,22238.8,22553.1
1529,1990-12-07,1990-12-07,22592.31,23538.24,22592.31,23522.49
1530,1990-12-10,1990-12-10,23564.64,23862.41,23350.87,23784.67
1531,1990-12-11,1990-12-11,23760.02,24006.16,23433.5,23956.97
1532,1990-12-12,1990-12-12,23956.48,24325.84,23893.21,23999.41
1533,1990-12-13,1990-12-13,24036.28,24642.97,24036.28,24642.97
1534,1990-12-14,1990-12-14,24637.49,24637.49,24173.67,24349.5
1535,1990-12-17,1990-12-17,24326.91,24326.91,24017.11,24087.91
1536,1990-12-18,1990-12-18,24093.88,24424.02,24093.88,24424.02
1537,1990-12-19,1990-12-19,24473.21,25063.86,24473.21,24876.78
1538,1990-12-20,1990-12-20,24853.41,24853.41,24515.94,24524.94
1539,1990-12-21,1990-12-21,24494.62,24494.62,23963.92,24119.6
1540,1990-12-25,1990-12-25,24089.93,24089.93,23767.88,23767.88
1541,1990-12-26,1990-12-26,23784.91,23975.63,23695.47,23887.56
1542,1990-12-27,1990-12-27,23938.25,24263.63,23865.84,23940.7
1543,1990-12-28,1990-12-28,23953.52,24055.29,23770.72,23848.71
1544,1991-01-04,1991-01-04,23827.48,24109.89,23796.36,24069.18
1545,1991-01-07,1991-01-07,24036.99,24036.99,23735.59,23736.57
1546,1991-01-08,1991-01-08,23707.7,23707.7,22859.28,22897.84
1547,1991-01-09,1991-01-09,22846.76,23098.74,22662.49,22969.27
1548,1991-01-10,1991-01-10,22924.75,23184.75,22711.91,23047.36
1549,1991-01-11,1991-01-11,23077.7,23241.02,22855.76,23241.02
1550,1991-01-14,1991-01-14,23197.96,23238.87,22911.15,23213.23
1551,1991-01-16,1991-01-16,23140.23,23140.23,22382.23,22442.7
1552,1991-01-17,1991-01-17,22403.07,23446.81,22099.52,23446.81
1553,1991-01-18,1991-01-18,23479.4,24050.3,23322.54,23808.3
1554,1991-01-21,1991-01-21,23755.26,23755.26,23352.19,23352.19
1555,1991-01-22,1991-01-22,23372.15,23497.41,23201.68,23253.65
1556,1991-01-23,1991-01-23,23173.21,23173.21,22951.56,23050.1
1557,1991-01-24,1991-01-24,23114.39,23394.56,23114.39,23269.01
1558,1991-01-25,1991-01-25,23342.99,23607.99,23342.99,23573.25
1559,1991-01-28,1991-01-28,23574.92,23574.92,23463.15,23569.44
1560,1991-01-29,1991-01-29,23562.69,23608.5,23422.24,23460.12
1561,1991-01-30,1991-01-30,23444.16,23554.76,23405.4,23409.61
1562,1991-01-31,1991-01-31,23477.44,23654.69,23222.37,23293.14
1563,1991-02-01,1991-02-01,23270.63,23270.63,22859.65,23156.7
1564,1991-02-04,1991-02-04,23178.82,23294.02,23134.68,23287.36
1565,1991-02-05,1991-02-05,23367.04,23821.87,23367.04,23821.57
1566,1991-02-06,1991-02-06,23877.07,24310.85,23877.07,23952.04
1567,1991-02-07,1991-02-07,24001.17,24162.28,23926.3,24104.43
1568,1991-02-08,1991-02-08,24114.42,24384.07,24091.61,24296.08
1569,1991-02-12,1991-02-12,24333.07,25074.29,24333.07,24935.01
1570,1991-02-13,1991-02-13,24932.95,25225.8,24881.47,25139.47
1571,1991-02-14,1991-02-14,25184.99,25406.28,25184.99,25356.37
1572,1991-02-15,1991-02-15,25321.91,25344.52,25010.47,25343.74
1573,1991-02-18,1991-02-18,25378.39,26230.01,25378.39,26230.01
1574,1991-02-19,1991-02-19,26243.91,26481.75,26051.78,26166.98
1575,1991-02-20,1991-02-20,26153.47,26340.32,25836.06,26198.79
1576,1991-02-21,1991-02-21,26137.03,26217.19,25954.29,26024.37
1577,1991-02-22,1991-02-22,26059.22,26264.56,25902.81,25902.81
1578,1991-02-25,1991-02-25,25908.19,26466.77,25852.11,26462.76
1579,1991-02-26,1991-02-26,26499.76,26709.8,26255.46,26282.96
1580,1991-02-27,1991-02-27,26229.13,26229.13,25986.69,26094.25
1581,1991-02-28,1991-02-28,26176.76,26623.67,26176.76,26409.22
1582,1991-03-01,1991-03-01,26389.25,26389.25,25856.71,25881.57
1583,1991-03-04,1991-03-04,25851.91,26028.97,25812.57,25976.02
1584,1991-03-05,1991-03-05,25980.52,26148.87,25896.74,25913.48
1585,1991-03-06,1991-03-06,25981.7,26389.94,25981.7,26382.99
1586,1991-03-07,1991-03-07,26364.69,26478.12,26244.3,26397.96
1587,1991-03-08,1991-03-08,26432.32,26607.52,26379.47,26607.52
1588,1991-03-11,1991-03-11,26630.03,26753.84,26610.16,26669.37
1589,1991-03-12,1991-03-12,26643.93,26744.54,26605.66,26727.42
1590,1991-03-13,1991-03-13,26692.08,26692.08,26389.06,26418.32
1591,1991-03-14,1991-03-14,26478.32,26591.47,26366.45,26542.33
1592,1991-03-15,1991-03-15,26560.63,27003.43,26521.88,26843.1
1593,1991-03-18,1991-03-18,26916.22,27270.33,26916.22,27146.91
1594,1991-03-19,1991-03-19,27065.97,27193.31,26926.89,27006.66
1595,1991-03-20,1991-03-20,26903.1,26903.1,26448.57,26449.35
1596,1991-03-22,1991-03-22,26513.75,26782.72,26513.75,26613.19
1597,1991-03-25,1991-03-25,26602.62,26802.78,26602.62,26645.79
1598,1991-03-26,1991-03-26,26673.64,26708.06,26323.4,26339.38
1599,1991-03-27,1991-03-27,26431.8,26609.43,26104.65,26104.65
1600,1991-03-28,1991-03-28,26026.93,26316.3,25785.97,26206.92
1601,1991-03-29,1991-03-29,26211.76,26339.78,26085.41,26292.04
1602,1991-04-01,1991-04-01,26237.79,26237.79,25914.29,26007.4
1603,1991-04-02,1991-04-02,25955.62,26274.58,25913.6,26252.0
1604,1991-04-03,1991-04-03,26322.71,26803.43,26322.71,26780.06
1605,1991-04-04,1991-04-04,26752.64,26792.68,26608.44,26689.81
1606,1991-04-05,1991-04-05,26708.06,26787.26,26598.19,26767.33
1607,1991-04-08,1991-04-08,26765.26,26825.33,26591.48,26607.65
1608,1991-04-09,1991-04-09,26559.62,26586.74,26317.39,26317.39
1609,1991-04-10,1991-04-10,26270.54,26369.76,26190.55,26268.86
1610,1991-04-11,1991-04-11,26308.41,26444.13,26211.07,26425.19
1611,1991-04-12,1991-04-12,26429.14,26606.67,26392.54,26582.5
1612,1991-04-15,1991-04-15,26620.08,26896.14,26620.08,26695.53
1613,1991-04-16,1991-04-16,26745.83,26894.27,26615.35,26813.3
1614,1991-04-17,1991-04-17,26859.35,27092.02,26859.35,26980.37
1615,1991-04-18,1991-04-18,26994.77,27042.9,26699.67,26798.9
1616,1991-04-19,1991-04-19,26753.13,26753.13,26516.82,26541.97
1617,1991-04-22,1991-04-22,26492.45,26492.45,26237.01,26237.01
1618,1991-04-23,1991-04-23,26188.97,26568.89,26078.31,26491.57
1619,1991-04-24,1991-04-24,26516.13,26585.66,26329.22,26330.21
1620,1991-04-25,1991-04-25,26316.11,26341.85,26037.87,26038.86
1621,1991-04-26,1991-04-26,26100.21,26256.04,25994.28,26123.68
1622,1991-04-30,1991-04-30,26147.35,26258.61,26094.09,26111.25
1623,1991-05-01,1991-05-01,26193.61,26529.84,26193.61,26489.0
1624,1991-05-02,1991-05-02,26518.49,26648.58,26414.44,26477.86
1625,1991-05-07,1991-05-07,26500.15,26523.62,26326.36,26342.14
1626,1991-05-08,1991-05-08,26312.65,26367.99,26178.22,26309.79
1627,1991-05-09,1991-05-09,26301.31,26470.36,26290.36,26438.5
1628,1991-05-10,1991-05-10,26440.48,26449.06,26212.64,26274.29
1629,1991-05-13,1991-05-13,26215.01,26338.49,26092.22,26093.2
1630,1991-05-14,1991-05-14,26083.54,26283.46,26030.08,26030.08
1631,1991-05-15,1991-05-15,26001.68,26001.68,25741.69,25822.47
1632,1991-05-16,1991-05-16,25762.3,25771.38,25497.48,25520.27
1633,1991-05-17,1991-05-17,25582.9,25789.13,25582.9,25701.94
1634,1991-05-20,1991-05-20,25731.04,25738.73,25330.7,25523.03
1635,1991-05-21,1991-05-21,25461.19,25556.47,25227.64,25481.21
1636,1991-05-22,1991-05-22,25515.04,25768.52,25398.66,25398.66
1637,1991-05-23,1991-05-23,25466.32,25721.27,25350.82,25643.65
1638,1991-05-24,1991-05-24,25677.88,25741.1,25451.33,25529.14
1639,1991-05-27,1991-05-27,25543.74,25638.13,25353.49,25425.88
1640,1991-05-28,1991-05-28,25406.25,25517.41,25340.96,25390.67
1641,1991-05-29,1991-05-29,25456.75,25649.77,25456.75,25495.41
1642,1991-05-30,1991-05-30,25555.77,25719.99,25555.77,25647.4
1643,1991-05-31,1991-05-31,25716.74,25901.47,25716.74,25789.62
1644,1991-06-03,1991-06-03,25840.91,26017.16,25745.34,25912.61
1645,1991-06-04,1991-06-04,25817.63,25817.63,25539.5,25556.86
1646,1991-06-05,1991-06-05,25544.83,25625.41,25271.43,25289.57
1647,1991-06-06,1991-06-06,25299.24,25299.24,24912.12,24984.12
1648,1991-06-07,1991-06-07,25031.07,25212.55,25027.32,25035.11
1649,1991-06-10,1991-06-10,25001.08,25001.08,24598.38,24598.38
1650,1991-06-11,1991-06-11,24571.95,24721.27,24460.3,24662.59
1651,1991-06-12,1991-06-12,24719.4,24876.32,24482.69,24482.69
1652,1991-06-13,1991-06-13,24454.68,24808.17,24334.35,24808.17
1653,1991-06-14,1991-06-14,24824.54,25135.81,24824.54,25093.89
1654,1991-06-17,1991-06-17,25089.75,25100.31,24892.4,24943.09
1655,1991-06-18,1991-06-18,24885.39,24885.39,24649.37,24685.47
1656,1991-06-19,1991-06-19,24657.46,24657.46,23894.96,23996.75
1657,1991-06-20,1991-06-20,23990.24,24218.27,23885.29,24082.26
1658,1991-06-21,1991-06-21,24095.18,24427.75,24048.43,24275.08
1659,1991-06-24,1991-06-24,24263.04,24263.04,23763.39,23765.46
1660,1991-06-25,1991-06-25,23695.22,23907.42,23435.55,23907.42
1661,1991-06-26,1991-06-26,23932.39,24122.58,23743.58,23766.38
1662,1991-06-27,1991-06-27,23700.06,23834.78,23391.14,23543.03
1663,1991-06-28,1991-06-28,23575.21,23716.25,23214.57,23290.96
1664,1991-07-01,1991-07-01,23376.53,24180.42,23376.53,24108.76
1665,1991-07-02,1991-07-02,24136.5,24322.44,23995.76,23995.76
1666,1991-07-03,1991-07-03,23924.3,23924.3,23343.56,23373.47
1667,1991-07-04,1991-07-04,23292.24,23315.04,22901.5,23135.61
1668,1991-07-05,1991-07-05,23191.08,23364.0,22898.34,22898.34
1669,1991-07-08,1991-07-08,22884.82,22970.49,22175.29,22176.17
1670,1991-07-09,1991-07-09,22213.58,22668.48,21731.15,22608.96
1671,1991-07-10,1991-07-10,22651.11,23179.23,22519.74,23121.3
1672,1991-07-11,1991-07-11,23089.81,23089.81,22877.71,22937.92
1673,1991-07-12,1991-07-12,22963.58,23153.28,22963.58,23137.78
1674,1991-07-15,1991-07-15,23193.94,23522.8,23193.94,23459.04
1675,1991-07-16,1991-07-16,23483.12,23598.3,23374.16,23375.15
1676,1991-07-17,1991-07-17,23307.64,23307.64,23047.37,23060.7
1677,1991-07-18,1991-07-18,23045.1,23045.1,22659.89,22908.71
1678,1991-07-19,1991-07-19,22922.62,23063.76,22840.6,22866.36
1679,1991-07-22,1991-07-22,22873.96,23005.63,22705.29,22705.29
1680,1991-07-23,1991-07-23,22688.81,22841.79,22540.56,22758.98
1681,1991-07-24,1991-07-24,22779.02,23297.47,22779.02,23297.47
1682,1991-07-25,1991-07-25,23305.27,23441.18,23211.71,23332.71
1683,1991-07-26,1991-07-26,23287.85,23675.4,23101.28,23519.07
1684,1991-07-29,1991-07-29,23545.75,23664.92,23418.08,23443.58
1685,1991-07-30,1991-07-30,23466.9,23956.13,23466.9,23872.63
1686,1991-07-31,1991-07-31,23905.43,24156.52,23905.43,24120.75
1687,1991-08-01,1991-08-01,24074.31,24074.31,23855.83,24072.73
1688,1991-08-02,1991-08-02,23971.34,24047.84,23821.98,24027.97
1689,1991-08-05,1991-08-05,24040.53,24084.31,23830.19,23833.25
1690,1991-08-06,1991-08-06,23789.27,23789.27,23463.38,23464.96
1691,1991-08-07,1991-08-07,23559.75,23703.57,23430.96,23691.02
1692,1991-08-08,1991-08-08,23717.31,23839.18,23475.04,23482.46
1693,1991-08-09,1991-08-09,23482.36,23539.09,23372.74,23434.62
1694,1991-08-12,1991-08-12,23414.55,23414.55,22985.67,22985.67
1695,1991-08-13,1991-08-13,22927.55,23113.97,22843.73,22872.0
1696,1991-08-14,1991-08-14,22903.63,23393.3,22903.63,23393.3
1697,1991-08-15,1991-08-15,23330.73,23365.03,23018.68,23018.68
1698,1991-08-16,1991-08-16,23020.95,23138.88,22797.57,22814.37
1699,1991-08-19,1991-08-19,22778.59,22778.59,21454.78,21456.76
1700,1991-08-20,1991-08-20,21485.62,21872.0,21309.48,21687.06
1701,1991-08-21,1991-08-21,21746.37,22441.34,21746.37,22051.6
1702,1991-08-22,1991-08-22,22110.8,22683.4,22110.8,22515.77
1703,1991-08-23,1991-08-23,22481.96,22481.96,22024.61,22065.34
1704,1991-08-26,1991-08-26,22064.45,22064.54,21533.56,21592.27
1705,1991-08-27,1991-08-27,21553.23,21872.39,21459.23,21641.3
1706,1991-08-28,1991-08-28,21665.41,21802.31,21572.21,21621.63
1707,1991-08-29,1991-08-29,21708.02,22057.43,21708.02,22002.17
1708,1991-08-30,1991-08-30,22059.11,22350.0,22059.11,22335.87
1709,1991-09-02,1991-09-02,22328.85,22594.44,22175.05,22469.01
1710,1991-09-03,1991-09-03,22516.85,22597.21,22419.0,22469.8
1711,1991-09-04,1991-09-04,22452.11,22462.49,22311.85,22402.69
1712,1991-09-05,1991-09-05,22391.03,22620.64,22369.67,22499.65
1713,1991-09-06,1991-09-06,22492.93,22998.91,22489.47,22692.6
1714,1991-09-09,1991-09-09,22726.5,22954.24,22573.98,22573.98
1715,1991-09-10,1991-09-10,22594.74,22612.43,22355.54,22411.58
1716,1991-09-11,1991-09-11,22354.85,22573.89,22270.14,22504.79
1717,1991-09-12,1991-09-12,22515.67,22722.55,22504.89,22530.2
1718,1991-09-13,1991-09-13,22557.77,23134.43,22557.77,23134.43
1719,1991-09-17,1991-09-17,23182.17,23559.65,23182.17,23443.61
1720,1991-09-18,1991-09-18,23439.95,23499.06,23258.57,23317.78
1721,1991-09-19,1991-09-19,23326.88,23581.6,23219.83,23332.31
1722,1991-09-20,1991-09-20,23381.83,23554.91,23179.4,23192.74
1723,1991-09-24,1991-09-24,23190.87,23462.29,23182.86,23333.7
1724,1991-09-25,1991-09-25,23403.65,23623.91,23403.65,23577.42
1725,1991-09-26,1991-09-26,23616.77,23973.73,23536.58,23968.08
1726,1991-09-27,1991-09-27,23982.26,24157.61,23927.34,23969.47
1727,1991-09-30,1991-09-30,23958.86,24045.9,23862.41,23916.44
1728,1991-10-01,1991-10-01,23909.75,24441.68,23861.67,24377.01
1729,1991-10-02,1991-10-02,24404.9,24476.56,24323.34,24375.11
1730,1991-10-03,1991-10-03,24371.81,24746.23,24261.77,24711.44
1731,1991-10-04,1991-10-04,24699.55,24702.55,24439.98,24596.9
1732,1991-10-07,1991-10-07,24559.52,24559.52,24311.74,24330.83
1733,1991-10-08,1991-10-08,24270.86,24387.11,24155.62,24155.62
1734,1991-10-09,1991-10-09,24139.93,24485.26,24114.64,24485.26
1735,1991-10-11,1991-10-11,24466.27,24466.77,24139.33,24157.72
1736,1991-10-14,1991-10-14,24126.24,24234.78,23860.67,23860.67
1737,1991-10-15,1991-10-15,23916.03,24307.65,23916.03,24307.65
