Date,datetime,Open,High,Low,Close
1992-11-02,1992-11-02,16732.5,16853.36,16616.75,16853.36
1992-11-04,1992-11-04,16827.08,17065.2,16771.72,17065.2
1992-11-05,1992-11-05,16985.56,17122.67,16903.01,17031.59
1992-11-06,1992-11-06,17006.42,17022.57,16818.46,16869.81
1992-11-09,1992-11-09,16825.48,16825.48,16416.45,16417.05
1992-11-10,1992-11-10,16423.37,16518.46,16347.34,16437.11
1992-11-11,1992-11-11,16440.52,16481.95,16279.74,16318.15
1992-11-12,1992-11-12,16306.52,16449.45,16089.37,16376.93
1992-11-13,1992-11-13,16362.99,16457.17,16174.72,16330.79
1992-11-16,1992-11-16,16314.94,16314.94,16122.97,16162.99
1992-11-17,1992-11-17,16096.39,16100.9,15941.93,15993.48
1992-11-18,1992-11-18,16011.33,16851.45,16011.33,16778.84
1992-11-19,1992-11-19,16843.23,17007.82,16801.81,16871.31
1992-11-20,1992-11-20,16810.53,17188.37,16679.64,17033.6
1992-11-24,1992-11-24,17094.98,17246.84,17080.04,17096.09
1992-11-25,1992-11-25,17130.19,17303.01,17025.98,17302.01
1992-11-26,1992-11-26,17309.63,17601.91,17226.98,17479.04
1992-11-27,1992-11-27,17448.55,17569.21,17368.61,17470.61
1992-11-30,1992-11-30,17505.32,17683.65,17457.57,17683.65
1992-12-01,1992-12-01,17675.03,17704.01,17307.72,17313.04
1992-12-02,1992-12-02,17351.15,17408.83,17254.76,17393.68
1992-12-03,1992-12-03,17391.57,17508.32,17205.32,17260.08
1992-12-04,1992-12-04,17254.86,17301.1,17186.86,17295.69
1992-12-07,1992-12-07,17304.91,17326.38,17175.13,17207.12
1992-12-08,1992-12-08,17206.92,17332.7,17135.81,17281.85
1992-12-09,1992-12-09,17325.88,17498.4,17325.88,17406.22
1992-12-10,1992-12-10,17466.8,17704.71,17466.8,17501.3
1992-12-11,1992-12-11,17538.92,17635.31,17424.67,17441.02
1992-12-14,1992-12-14,17421.97,17421.97,17255.47,17289.97
1992-12-15,1992-12-15,17274.32,17554.86,17220.56,17480.74
1992-12-16,1992-12-16,17489.27,17601.2,17266.4,17268.71
1992-12-17,1992-12-17,17243.33,17544.13,17209.53,17437.91
1992-12-18,1992-12-18,17508.02,17712.04,17508.02,17680.74
1992-12-21,1992-12-21,17718.36,17787.56,17597.59,17645.44
1992-12-22,1992-12-22,17620.86,17690.67,17563.59,17690.67
1992-12-24,1992-12-24,17690.97,17734.9,17587.76,17648.85
1992-12-25,1992-12-25,17633.19,17670.31,17528.14,17557.04
1992-12-28,1992-12-28,17538.88,17538.88,17162.74,17188.62
1992-12-29,1992-12-29,17186.62,17312.13,17146.48,17285.64
1992-12-30,1992-12-30,17254.04,17254.04,16891.94,16924.95
1993-01-04,1993-01-04,16980.23,17034.01,16875.09,16994.08
1993-01-05,1993-01-05,16980.44,17013.34,16688.47,16842.58
1993-01-06,1993-01-06,16844.19,16862.45,16650.35,16782.88
1993-01-07,1993-01-07,16806.66,17058.19,16724.19,16780.98
1993-01-08,1993-01-08,16727.9,16805.66,16634.49,16634.69
1993-01-11,1993-01-11,16644.83,16698.3,16532.06,16589.55
1993-01-12,1993-01-12,16585.53,16734.02,16585.53,16681.05
1993-01-13,1993-01-13,16688.97,16688.97,16440.05,16517.91
1993-01-14,1993-01-14,16508.08,16568.98,16437.84,16515.6
1993-01-18,1993-01-18,16525.63,16625.26,16502.26,16617.24
1993-01-19,1993-01-19,16658.67,16798.74,16645.23,16798.64
1993-01-20,1993-01-20,16821.01,16841.78,16507.37,16510.18
1993-01-21,1993-01-21,16507.98,16585.53,16374.13,16538.68
1993-01-22,1993-01-22,16539.78,16540.88,16335.81,16336.81
1993-01-25,1993-01-25,16355.47,16374.94,16266.78,16287.45
1993-01-26,1993-01-26,16291.36,16535.47,16216.11,16492.63
1993-01-27,1993-01-27,16511.69,16645.93,16398.21,16509.68
1993-01-28,1993-01-28,16525.03,17086.79,16471.76,17063.41
1993-01-29,1993-01-29,17076.35,17177.69,16950.44,17023.78
1993-02-01,1993-02-01,17037.52,17133.64,16957.56,17133.64
1993-02-02,1993-02-02,17146.68,17241.6,17145.78,17186.31
1993-02-03,1993-02-03,17226.55,17419.18,17214.21,17222.03
1993-02-04,1993-02-04,17273.4,17390.79,17171.87,17190.63
1993-02-05,1993-02-05,17223.64,17413.67,17223.64,17332.9
1993-02-08,1993-02-08,17357.48,17393.2,17247.82,17281.73
1993-02-09,1993-02-09,17261.56,17261.56,16976.72,17022.27
1993-02-10,1993-02-10,16991.87,17092.0,16897.86,17089.9
1993-02-12,1993-02-12,17118.69,17120.4,16851.51,16851.51
1993-02-15,1993-02-15,16883.62,17117.99,16829.04,17117.99
1993-02-16,1993-02-16,17100.73,17172.37,16916.32,16916.32
1993-02-17,1993-02-17,16867.96,17014.85,16760.81,17009.63
1993-02-18,1993-02-18,17000.5,17156.72,16974.62,16982.14
1993-02-19,1993-02-19,17002.51,17023.58,16887.53,17010.03
1993-02-22,1993-02-22,17006.62,17058.59,16820.61,16820.61
1993-02-23,1993-02-23,16812.78,16925.15,16794.12,16863.15
1993-02-24,1993-02-24,16849.8,16930.27,16750.88,16798.94
1993-02-25,1993-02-25,16855.02,16926.06,16779.47,16907.39
1993-02-26,1993-02-26,16920.74,16985.55,16884.82,16953.35
1993-03-01,1993-03-01,16956.46,16971.0,16821.31,16879.6
1993-03-02,1993-03-02,16848.0,16922.75,16796.53,16864.25
1993-03-03,1993-03-03,16882.11,16949.33,16811.98,16853.92
1993-03-04,1993-03-04,16820.91,16840.67,16721.48,16759.61
1993-03-05,1993-03-05,16778.77,16885.12,16746.46,16817.7
1993-03-08,1993-03-08,16855.62,17727.3,16855.62,17686.47
1993-03-09,1993-03-09,17724.89,18047.16,17724.89,17848.3
1993-03-10,1993-03-10,17868.37,18036.72,17824.12,17858.63
1993-03-11,1993-03-11,17903.08,18104.65,17735.43,17904.79
1993-03-12,1993-03-12,17905.39,18043.95,17823.52,18037.52
1993-03-15,1993-03-15,18028.9,18169.16,17957.16,18086.18
1993-03-16,1993-03-16,18104.34,18117.09,17945.22,17968.3
1993-03-17,1993-03-17,17994.68,18242.7,17953.45,18173.37
1993-03-18,1993-03-18,18234.37,18788.3,18234.37,18727.9
1993-03-19,1993-03-19,18738.64,18835.96,18503.16,18537.17
1993-03-22,1993-03-22,18559.85,18784.39,18559.85,18784.39
1993-03-23,1993-03-23,18734.72,18734.72,18489.52,18491.62
1993-03-24,1993-03-24,18468.95,18643.62,18423.4,18450.69
1993-03-25,1993-03-25,18471.96,18877.5,18471.96,18764.92
1993-03-26,1993-03-26,18785.38,18897.61,18676.67,18788.7
1993-03-29,1993-03-29,18829.55,19126.38,18829.55,19048.38
1993-03-30,1993-03-30,19054.21,19089.14,18853.24,18963.16
1993-03-31,1993-03-31,18942.18,19059.53,18550.89,18591.45
1993-04-01,1993-04-01,18595.52,19135.83,18526.65,19099.09
1993-04-02,1993-04-02,19136.03,19750.93,19136.03,19446.94
1993-04-05,1993-04-05,19457.68,19820.6,19357.9,19759.46
1993-04-06,1993-04-06,19748.92,19748.92,19386.71,19486.8
1993-04-07,1993-04-07,19506.58,20054.51,19506.58,19829.23
1993-04-08,1993-04-08,19866.98,20041.16,19721.01,19967.27
1993-04-09,1993-04-09,19951.51,20126.09,19728.34,19892.18
1993-04-12,1993-04-12,19908.84,19940.37,19724.53,19882.14
1993-04-13,1993-04-13,19902.42,20753.74,19902.42,20740.29
1993-04-14,1993-04-14,20743.7,20874.71,20470.33,20533.38
1993-04-15,1993-04-15,20545.83,20675.84,20394.14,20675.84
1993-04-16,1993-04-16,20698.02,20743.2,20225.78,20297.86
1993-04-19,1993-04-19,20254.09,20254.09,19890.47,20112.34
1993-04-20,1993-04-20,20084.13,20332.2,19806.65,19828.43
1993-04-21,1993-04-21,19854.63,20008.13,19672.02,19773.01
1993-04-22,1993-04-22,19829.64,20116.86,19557.78,19591.31
1993-04-23,1993-04-23,19591.11,19785.06,19554.86,19704.15
1993-04-26,1993-04-26,19703.54,19845.6,19562.9,19623.63
1993-04-27,1993-04-27,19642.61,20267.84,19642.61,20206.71
1993-04-28,1993-04-28,20268.65,20716.39,20268.65,20454.57
1993-04-30,1993-04-30,20502.06,20919.18,20502.06,20919.18
1993-05-06,1993-05-06,20939.46,20941.97,20611.48,20622.03
1993-05-07,1993-05-07,20626.04,20811.36,20491.92,20811.36
1993-05-10,1993-05-10,20816.48,21062.64,20668.31,21054.71
1993-05-11,1993-05-11,21116.55,21224.78,20932.34,20940.37
1993-05-12,1993-05-12,20919.29,20939.87,20416.12,20615.2
1993-05-13,1993-05-13,20626.34,20780.14,20457.38,20532.78
1993-05-14,1993-05-14,20522.94,20670.52,20401.67,20474.15
1993-05-17,1993-05-17,20528.06,20689.49,20520.03,20565.51
1993-05-18,1993-05-18,20502.46,20502.46,20155.1,20229.39
1993-05-19,1993-05-19,20209.92,20380.79,20128.7,20380.79
1993-05-20,1993-05-20,20408.19,20535.79,20122.78,20330.39
1993-05-21,1993-05-21,20312.12,20653.85,20297.76,20557.47
1993-05-24,1993-05-24,20633.67,20691.2,20453.57,20476.16
1993-05-25,1993-05-25,20497.94,20730.75,20482.58,20631.76
1993-05-26,1993-05-26,20599.84,20895.99,20527.96,20895.99
1993-05-27,1993-05-27,20944.28,21105.91,20786.47,20852.63
1993-05-28,1993-05-28,20869.19,20939.66,20746.61,20843.69
1993-05-31,1993-05-31,20829.54,20829.54,20516.82,20552.35
1993-06-01,1993-06-01,20531.87,20687.98,20469.83,20591.41
1993-06-02,1993-06-02,20590.5,20823.91,20561.59,20691.7
1993-06-03,1993-06-03,20712.58,21186.33,20692.8,21076.0
1993-06-04,1993-06-04,21052.1,21222.77,20841.68,20882.24
1993-06-07,1993-06-07,20900.91,21101.8,20829.54,20844.19
1993-06-08,1993-06-08,20842.49,20842.49,20575.24,20575.24
1993-06-10,1993-06-10,20589.9,20618.31,20399.56,20493.32
1993-06-11,1993-06-11,20532.88,20760.06,20451.56,20500.95
1993-06-14,1993-06-14,20529.16,20560.08,20351.47,20397.35
1993-06-15,1993-06-15,20340.13,20393.23,20045.88,20045.88
1993-06-16,1993-06-16,20041.56,20103.0,19820.9,19902.42
1993-06-17,1993-06-17,19904.03,19950.01,19647.42,19925.51
1993-06-18,1993-06-18,19913.96,19913.96,19678.14,19804.54
1993-06-21,1993-06-21,19742.4,19742.4,19039.55,19212.43
1993-06-22,1993-06-22,19244.96,19619.52,19141.05,19538.3
1993-06-23,1993-06-23,19553.56,19617.51,19368.14,19492.52
1993-06-24,1993-06-24,19501.46,19729.65,19501.46,19685.07
1993-06-25,1993-06-25,19755.45,19845.0,19485.79,19659.57
1993-06-28,1993-06-28,19675.13,19976.61,19675.13,19886.76
1993-06-29,1993-06-29,19854.93,19854.93,19543.42,19543.42
1993-06-30,1993-06-30,19537.4,19616.81,19433.99,19590.0
1993-07-01,1993-07-01,19638.79,19924.61,19638.79,19924.61
1993-07-02,1993-07-02,19931.99,19932.19,19561.06,19621.46
1993-07-05,1993-07-05,19651.87,19676.07,19545.45,19623.06
1993-07-06,1993-07-06,19593.26,19833.38,19589.66,19829.78
1993-07-07,1993-07-07,19828.88,19828.88,19634.26,19720.67
1993-07-08,1993-07-08,19723.47,19784.68,19675.77,19688.67
1993-07-09,1993-07-09,19699.97,19946.79,19699.97,19877.39
1993-07-12,1993-07-12,19934.99,20011.7,19889.89,19980.0
1993-07-13,1993-07-13,19983.9,20243.02,19967.6,20180.42
1993-07-14,1993-07-14,20207.52,20233.32,20030.3,20139.11
1993-07-15,1993-07-15,20191.62,20394.64,20144.21,20158.02
1993-07-16,1993-07-16,20164.72,20352.54,20106.31,20331.53
1993-07-19,1993-07-19,20347.33,20350.34,20089.71,20150.92
1993-07-20,1993-07-20,20123.11,20123.11,19977.4,20038.0
1993-07-21,1993-07-21,20037.5,20117.71,19972.6,20080.91
1993-07-22,1993-07-22,20075.71,20152.82,20049.6,20115.81
1993-07-23,1993-07-23,20049.8,20049.8,19733.77,19734.57
1993-07-26,1993-07-26,19770.38,19836.68,19707.97,19822.08
1993-07-27,1993-07-27,19845.48,19952.0,19777.48,19891.39
1993-07-28,1993-07-28,19895.49,19958.0,19792.68,19829.58
1993-07-29,1993-07-29,19842.68,20473.75,19842.68,20456.85
1993-07-30,1993-07-30,20453.15,20545.75,20361.34,20380.14
1993-08-02,1993-08-02,20392.74,20412.64,20231.32,20343.53
1993-08-03,1993-08-03,20382.44,20599.36,20357.64,20357.64
1993-08-04,1993-08-04,20380.04,20667.87,20298.93,20497.55
1993-08-05,1993-08-05,20521.95,20557.46,20376.24,20425.64
1993-08-06,1993-08-06,20379.74,20379.74,20244.82,20357.94
1993-08-09,1993-08-09,20339.83,20553.06,20339.83,20493.05
1993-08-10,1993-08-10,20525.05,20655.27,20476.35,20493.75
1993-08-11,1993-08-11,20500.85,20756.08,20489.05,20732.57
1993-08-12,1993-08-12,20820.78,20939.39,20708.47,20765.28
1993-08-13,1993-08-13,20772.38,20921.89,20686.77,20745.17
1993-08-16,1993-08-16,20692.77,20904.69,20548.85,20901.49
1993-08-17,1993-08-17,20924.59,21025.6,20749.47,20841.98
1993-08-18,1993-08-18,20805.98,20964.2,20732.67,20773.18
1993-08-19,1993-08-19,20797.98,20903.09,20603.56,20687.47
1993-08-20,1993-08-20,20751.38,20859.49,20586.56,20607.26
1993-08-23,1993-08-23,20595.26,20595.26,20384.44,20414.14
1993-08-24,1993-08-24,20380.94,20469.85,20344.83,20431.84
1993-08-25,1993-08-25,20493.15,20542.35,20412.24,20521.45
1993-08-26,1993-08-26,20529.85,20594.56,20482.95,20591.76
1993-08-27,1993-08-27,20596.86,20863.39,20579.56,20791.68
1993-08-30,1993-08-30,20816.78,20924.09,20747.67,20912.69
1993-08-31,1993-08-31,20924.59,21029.7,20831.08,21026.6
1993-09-01,1993-09-01,20964.1,20968.0,20837.48,20953.3
1993-09-02,1993-09-02,20943.29,21045.9,20921.29,20983.2
1993-09-03,1993-09-03,20984.5,21281.03,20984.5,21116.21
1993-09-06,1993-09-06,21163.82,21249.92,21055.91,21060.81
1993-09-07,1993-09-07,21065.81,21065.81,20880.19,20962.1
1993-09-08,1993-09-08,20923.69,20996.5,20816.78,20918.19
1993-09-09,1993-09-09,20905.19,20943.79,20756.28,20825.58
1993-09-10,1993-09-10,20811.68,20846.58,20686.47,20817.98
1993-09-13,1993-09-13,20850.09,21164.12,20850.09,21148.11
1993-09-14,1993-09-14,21136.41,21171.72,20924.69,20947.79
1993-09-16,1993-09-16,20938.69,20938.69,20501.95,20502.15
1993-09-17,1993-09-17,20513.15,20532.65,20305.33,20391.04
1993-09-20,1993-09-20,20395.64,20407.54,20211.52,20266.03
1993-09-21,1993-09-21,20347.43,20564.86,20347.43,20466.65
1993-09-22,1993-09-22,20380.74,20380.74,20112.11,20174.62
1993-09-24,1993-09-24,20225.82,20324.63,20225.82,20307.53
1993-09-27,1993-09-27,20315.63,20384.44,20000.0,20094.11
1993-09-28,1993-09-28,20128.91,20299.23,20128.91,20172.72
1993-09-29,1993-09-29,20156.72,20156.72,19927.69,20077.41
1993-09-30,1993-09-30,20097.61,20158.32,20032.2,20105.71
1993-10-01,1993-10-01,20096.61,20328.13,20056.31,20283.13
1993-10-04,1993-10-04,20262.03,20283.93,20151.32,20264.43
1993-10-05,1993-10-05,20311.93,20410.04,20237.82,20321.93
1993-10-06,1993-10-06,20332.73,20529.55,20312.93,20500.25
1993-10-07,1993-10-07,20489.65,20494.45,20262.83,20265.63
1993-10-08,1993-10-08,20241.82,20405.04,20180.02,20378.64
1993-10-12,1993-10-12,20376.34,20376.34,20116.71,20137.31
1993-10-13,1993-10-13,20135.01,20167.22,19997.9,20038.4
1993-10-14,1993-10-14,20016.3,20096.91,19911.89,20082.81
1993-10-15,1993-10-15,20107.11,20338.83,20097.01,20174.42
1993-10-18,1993-10-18,20208.62,20265.53,20071.51,20072.21
1993-10-19,1993-10-19,20089.01,20204.02,20042.4,20069.91
1993-10-20,1993-10-20,20054.21,20221.72,20054.21,20173.42
1993-10-21,1993-10-21,20201.82,20219.72,20108.81,20179.42
1993-10-22,1993-10-22,20223.82,20377.84,20223.82,20264.83
1993-10-25,1993-10-25,20342.43,20473.85,20271.83,20309.33
1993-10-26,1993-10-26,20300.43,20344.53,20019.9,20023.6
1993-10-27,1993-10-27,20012.8,20012.8,19686.97,19838.78
1993-10-28,1993-10-28,19837.38,19863.09,19443.54,19479.45
1993-10-29,1993-10-29,19556.46,19744.27,19500.95,19702.97
1993-11-01,1993-11-01,19656.97,19656.97,19375.24,19438.24
1993-11-02,1993-11-02,19437.04,19549.15,19342.03,19381.24
1993-11-04,1993-11-04,19373.64,19433.24,18949.79,18949.79
1993-11-05,1993-11-05,18941.69,18941.69,18470.35,18590.46
1993-11-08,1993-11-08,18603.56,18671.67,18380.84,18625.16
1993-11-09,1993-11-09,18637.66,18661.67,18048.5,18125.71
1993-11-10,1993-11-10,18149.01,18227.92,17818.28,18121.71
1993-11-11,1993-11-11,18157.42,18328.63,18076.41,18158.52
1993-11-12,1993-11-12,18135.91,18592.26,18104.21,18493.55
1993-11-15,1993-11-15,18489.05,18506.95,17952.2,18074.61
1993-11-16,1993-11-16,18031.2,18467.25,17877.69,18246.12
1993-11-17,1993-11-17,18232.42,18344.23,18030.8,18108.71
1993-11-18,1993-11-18,18154.92,18336.63,18117.71,18166.32
1993-11-19,1993-11-19,18167.52,18337.73,17941.19,17941.19
1993-11-22,1993-11-22,17905.59,17905.59,17254.53,17384.84
1993-11-24,1993-11-24,17350.84,17544.85,16993.9,17067.11
1993-11-25,1993-11-25,17119.71,17410.04,17003.3,17222.92
1993-11-26,1993-11-26,17252.13,17351.74,16675.77,16726.37
1993-11-29,1993-11-29,16688.57,16688.57,15671.97,16078.71
1993-11-30,1993-11-30,16113.41,16505.15,16004.0,16406.54
1993-12-01,1993-12-01,16449.94,17168.22,16429.94,17125.31
1993-12-02,1993-12-02,17162.52,17887.29,17073.81,17458.75
1993-12-03,1993-12-03,17408.54,17468.85,17177.32,17459.35
1993-12-06,1993-12-06,17425.14,17425.14,16783.48,16840.38
1993-12-07,1993-12-07,16829.98,17128.81,16791.28,16903.49
1993-12-08,1993-12-08,16889.19,16892.59,16216.82,16507.95
1993-12-09,1993-12-09,16545.15,17089.01,16545.15,17061.91
1993-12-10,1993-12-10,17054.11,17534.85,16786.68,17257.43
1993-12-13,1993-12-13,17246.92,17563.36,17123.81,17327.33
1993-12-14,1993-12-14,17346.63,17415.74,17263.43,17308.73
1993-12-15,1993-12-15,17250.33,17536.15,17169.52,17489.15
1993-12-16,1993-12-16,17514.35,17911.99,17514.35,17789.28
1993-12-17,1993-12-17,17843.08,18052.21,17724.07,18051.91
1993-12-20,1993-12-20,18025.8,18025.8,17383.44,17404.24
1993-12-21,1993-12-21,17418.54,17484.35,17158.32,17315.43
1993-12-22,1993-12-22,17352.44,17453.15,17296.33,17445.74
1993-12-24,1993-12-24,17430.04,17434.54,17037.1,17141.11
1993-12-27,1993-12-27,17081.51,17081.51,16633.66,16819.88
1993-12-28,1993-12-28,16853.99,17147.61,16853.99,17131.21
1993-12-29,1993-12-29,17149.91,17342.13,17036.3,17272.03
1993-12-30,1993-12-30,17309.23,17417.24,17309.23,17417.24
1994-01-04,1994-01-04,17421.64,17424.84,17242.32,17369.74
1994-01-05,1994-01-05,17376.54,17793.18,17376.54,17783.48
1994-01-06,1994-01-06,17865.39,18027.7,17792.58,17881.99
1994-01-07,1994-01-07,17842.98,18131.41,17787.48,18124.01
1994-01-10,1994-01-10,18186.52,18567.06,18186.52,18443.44
1994-01-11,1994-01-11,18481.85,18671.67,18373.04,18485.25
1994-01-12,1994-01-12,18447.34,18807.08,18301.93,18793.88
1994-01-13,1994-01-13,18770.38,18823.38,18548.75,18577.26
1994-01-14,1994-01-14,18623.46,19043.8,18473.35,18973.7
1994-01-17,1994-01-17,18911.89,18911.89,18646.06,18725.37
1994-01-18,1994-01-18,18703.67,18810.28,18514.55,18514.55
1994-01-19,1994-01-19,18516.05,19118.81,18515.65,19039.4
1994-01-20,1994-01-20,19072.51,19341.73,19025.7,19183.92
1994-01-21,1994-01-21,19186.72,19337.93,19065.81,19307.43
1994-01-24,1994-01-24,19294.43,19294.43,18320.33,18353.24
1994-01-25,1994-01-25,18427.44,18662.27,18427.44,18648.36
1994-01-26,1994-01-26,18695.67,19155.52,18691.47,19138.21
1994-01-27,1994-01-27,19130.01,19324.73,18811.78,18891.79
1994-01-28,1994-01-28,18869.59,18869.59,18657.17,18757.88
1994-01-31,1994-01-31,18790.78,20229.12,18790.78,20229.12
1994-02-01,1994-02-01,20256.33,20509.95,20237.52,20416.34
1994-02-02,1994-02-02,20393.44,20399.24,20099.41,20250.03
1994-02-03,1994-02-03,20293.03,20433.04,19935.19,20174.82
1994-02-04,1994-02-04,20151.32,20301.43,20034.8,20301.43
1994-02-07,1994-02-07,20254.93,20254.93,20012.2,20014.4
1994-02-08,1994-02-08,20080.51,20526.45,20080.51,20251.23
1994-02-09,1994-02-09,20236.32,20236.32,19650.97,19841.38
1994-02-10,1994-02-10,19879.69,20007.0,19787.28,19990.7
1994-02-14,1994-02-14,19938.99,19938.99,19368.24,19459.25
1994-02-15,1994-02-15,19406.44,19406.44,18768.98,18974.6
1994-02-16,1994-02-16,19033.0,19267.03,19032.4,19052.11
1994-02-17,1994-02-17,19026.5,19026.5,18809.98,18931.39
1994-02-18,1994-02-18,18993.2,19078.41,18873.09,18959.6
1994-02-21,1994-02-21,18908.79,19415.14,18826.68,19393.94
1994-02-22,1994-02-22,19423.14,19561.56,19327.13,19342.63
1994-02-23,1994-02-23,19401.14,19466.95,19323.93,19341.83
1994-02-24,1994-02-24,19389.24,19792.28,19389.24,19765.48
1994-02-25,1994-02-25,19679.67,19890.89,19579.16,19803.38
1994-02-28,1994-02-28,19848.58,20117.21,19848.58,19997.2
1994-03-01,1994-03-01,20052.61,20240.92,20052.61,20216.62
1994-03-02,1994-03-02,20159.02,20159.02,19724.27,19744.77
1994-03-03,1994-03-03,19759.58,19771.68,19531.65,19605.86
1994-03-04,1994-03-04,19636.06,20052.11,19627.96,19966.0
1994-03-07,1994-03-07,19979.1,20279.13,19768.68,19811.88
1994-03-08,1994-03-08,19826.28,20090.71,19826.28,19898.39
1994-03-09,1994-03-09,19869.29,19894.29,19665.67,19839.18
1994-03-10,1994-03-10,19880.59,20114.41,19880.59,20090.71
1994-03-11,1994-03-11,20109.91,20256.23,20017.1,20115.31
1994-03-14,1994-03-14,20157.72,20580.96,20157.72,20526.15
1994-03-15,1994-03-15,20550.86,20654.17,20458.85,20508.85
1994-03-16,1994-03-16,20518.05,20781.98,20518.05,20677.77
1994-03-17,1994-03-17,20692.97,20692.97,20449.44,20592.16
1994-03-18,1994-03-18,20623.66,20655.67,20440.14,20469.45
1994-03-22,1994-03-22,20458.55,20458.55,20202.42,20253.53
1994-03-23,1994-03-23,20276.43,20322.03,19937.99,19962.1
1994-03-24,1994-03-24,19970.2,20075.81,19870.09,20037.9
1994-03-25,1994-03-25,19973.4,19973.4,19771.68,19836.48
1994-03-28,1994-03-28,19819.96,20062.91,19725.55,19941.79
1994-03-29,1994-03-29,19933.99,19969.19,19653.03,19709.74
1994-03-30,1994-03-30,19640.53,19640.53,19288.86,19559.91
1994-03-31,1994-03-31,19500.0,19547.01,19082.82,19111.92
1994-04-01,1994-04-01,19161.63,19378.08,19161.63,19277.16
1994-04-04,1994-04-04,19232.85,19232.85,18896.48,19122.22
1994-04-05,1994-04-05,19184.04,19580.32,19184.04,19563.21
1994-04-06,1994-04-06,19636.33,19878.28,19636.33,19696.74
1994-04-07,1994-04-07,19676.34,19946.09,19587.72,19890.98
1994-04-08,1994-04-08,19909.48,19973.29,19520.9,19934.99
1994-04-11,1994-04-11,19948.89,19999.3,19867.47,19898.08
1994-04-12,1994-04-12,19884.78,19884.78,19647.63,19648.33
1994-04-13,1994-04-13,19681.74,20103.42,19672.23,20060.41
1994-04-14,1994-04-14,20052.01,20169.13,19847.97,19987.2
1994-04-15,1994-04-15,20050.21,20282.16,20050.21,20164.63
1994-04-18,1994-04-18,20222.44,20494.6,20222.44,20277.36
1994-04-19,1994-04-19,20243.25,20300.66,20119.42,20192.34
1994-04-20,1994-04-20,20203.24,20222.64,19850.37,19882.18
1994-04-21,1994-04-21,19905.28,19934.89,19793.56,19799.36
1994-04-22,1994-04-22,19881.28,20071.51,19833.27,19964.39
1994-04-25,1994-04-25,19921.48,19921.48,19628.33,19709.14
1994-04-26,1994-04-26,19718.04,19718.04,19512.4,19628.93
1994-04-27,1994-04-27,19633.63,19813.86,19612.82,19729.15
1994-04-28,1994-04-28,19724.44,19762.95,19644.53,19725.25
1994-05-02,1994-05-02,19648.53,19648.53,19488.9,19570.21
1994-05-06,1994-05-06,19620.82,19907.98,19620.82,19862.47
1994-05-09,1994-05-09,19820.86,19820.86,19721.04,19786.96
1994-05-10,1994-05-10,19764.75,19962.69,19753.05,19917.78
1994-05-11,1994-05-11,20001.1,20219.84,20001.1,20150.13
1994-05-12,1994-05-12,20139.13,20260.35,20118.72,20224.24
1994-05-13,1994-05-13,20251.45,20360.37,20221.04,20270.75
1994-05-16,1994-05-16,20318.06,20397.98,20174.43,20188.44
1994-05-17,1994-05-17,20158.73,20174.93,20067.41,20133.53
1994-05-18,1994-05-18,20191.54,20285.96,19965.79,20152.73
1994-05-19,1994-05-19,20130.53,20302.46,20034.21,20221.34
1994-05-20,1994-05-20,20255.15,20438.39,20255.15,20342.17
1994-05-23,1994-05-23,20385.78,20574.91,20328.07,20568.71
1994-05-24,1994-05-24,20539.01,20748.75,20501.0,20622.12
1994-05-25,1994-05-25,20633.03,20700.94,20509.9,20663.63
1994-05-26,1994-05-26,20632.33,20689.64,20489.3,20495.8
1994-05-27,1994-05-27,20518.6,20824.56,20510.1,20777.16
1994-05-30,1994-05-30,20835.67,20932.19,20817.16,20838.97
1994-05-31,1994-05-31,20857.07,21048.61,20857.07,20973.59
1994-06-01,1994-06-01,20988.9,21090.72,20896.38,21053.11
1994-06-02,1994-06-02,21073.71,21198.74,20965.69,21009.0
1994-06-03,1994-06-03,20933.69,20954.19,20802.46,20954.19
1994-06-06,1994-06-06,20954.79,20954.79,20707.54,20726.65
1994-06-07,1994-06-07,20735.05,21053.71,20735.05,21042.71
1994-06-08,1994-06-08,21002.3,21273.75,20930.29,21261.95
1994-06-09,1994-06-09,21279.56,21455.49,21263.95,21402.78
1994-06-10,1994-06-10,21401.48,21559.81,21355.37,21395.18
1994-06-13,1994-06-13,21378.38,21573.21,21271.55,21552.81
1994-06-14,1994-06-14,21495.7,21495.7,21304.16,21353.97
1994-06-15,1994-06-15,21413.48,21496.6,21234.65,21282.96
1994-06-16,1994-06-16,21275.36,21389.98,21273.95,21367.47
1994-06-17,1994-06-17,21398.68,21572.41,21398.68,21503.3
1994-06-20,1994-06-20,21515.6,21515.6,21125.63,21152.03
1994-06-21,1994-06-21,21076.22,21076.22,20759.45,20813.16
1994-06-22,1994-06-22,20742.65,20742.65,20371.37,20581.32
1994-06-23,1994-06-23,20637.43,21068.01,20637.43,21040.21
1994-06-24,1994-06-24,20998.3,20998.3,20755.45,20766.75
1994-06-27,1994-06-27,20649.53,20649.53,20168.53,20300.96
1994-06-28,1994-06-28,20356.27,20732.55,20356.27,20639.23
1994-06-29,1994-06-29,20599.12,20599.12,20420.48,20481.0
1994-06-30,1994-06-30,20417.58,20684.14,20246.45,20643.93
1994-07-01,1994-07-01,20618.22,20618.22,20274.95,20543.41
1994-07-04,1994-07-04,20598.92,20703.14,20573.21,20631.93
1994-07-05,1994-07-05,20650.03,20907.58,20650.03,20834.37
