Date, Open, High, Low, Close
07/01/80, 158.17, 158.17, 157.42, 158.17
06/30/80, 157.78, 159.18, 158.60, 157.78
06/27/80, 159.18, 159.18, 158.60, 159.18
06/26/80, 159.00, 159.52, 158.98, 159.00
06/25/80, 158.74, 158.74, 157.75, 158.74
06/24/80, 157.66, 157.66, 157.05, 157.66
06/23/80, 156.99, 157.01, 156.50, 156.99
06/20/80, 156.51, 156.51, 155.93, 156.51
06/19/80, 156.73, 157.47, 156.72, 156.73
06/18/80, 157.19, 157.19, 156.54, 157.19
06/17/80, 156.98, 156.79, 156.45, 156.98
06/16/80, 156.79, 156.79, 156.45, 156.79
06/13/80, 156.59, 156.59, 155.60, 156.59
06/12/80, 155.31, 155.70, 155.13, 155.31
06/11/80, 155.22, 155.22, 154.25, 155.22
06/10/80, 154.15, 154.15, 152.98, 154.15
06/09/80, 153.00, 153.20, 152.73, 153.00
06/06/80, 152.68, 152.70, 152.16, 152.68
06/05/80, 152.21, 152.48, 151.60, 152.21
06/04/80, 151.21, 151.21, 149.80, 151.21
06/03/80, 149.92, 150.06, 149.84, 149.92
06/02/80, 150.17, 150.62, 150.17, 150.17
05/30/80, 150.45, 150.45, 149.40, 150.45
05/29/80, 150.09, 151.10, 150.09, 150.09
05/28/80, 150.70, 150.70, 149.84, 150.70
05/27/80, 150.10, 150.15, 149.61, 150.10
05/23/80, 149.48, 149.48, 148.20, 149.48
05/22/80, 147.96, 147.96, 146.94, 147.96
05/21/80, 146.75, 146.96, 146.26, 146.75
05/20/80, 146.93, 146.93, 146.93, 146.93
05/19/80, 147.24, 147.24, 147.24, 147.24
05/16/80, 147.24, 147.24, 147.24, 147.24
05/15/80, 146.62, 146.62, 146.62, 146.62
05/14/80, 145.66, 145.66, 145.66, 145.66
05/13/80, 144.10, 144.10, 144.10, 144.10
05/12/80, 142.96, 142.96, 142.96, 142.96
05/09/80, 143.06, 143.06, 143.06, 143.06
05/08/80, 143.26, 143.26, 143.26, 143.26
05/07/80, 143.58, 143.58, 143.58, 143.58
05/06/80, 142.23, 142.23, 142.23, 142.23
05/05/80, 141.04, 141.04, 141.04, 141.04
05/02/80, 140.25, 140.25, 140.25, 140.25
05/01/80, 139.68, 139.68, 139.68, 139.68
04/30/80, 139.99, 139.99, 139.99, 139.99
04/29/80, 139.35, 139.35, 139.35, 139.35
04/28/80, 138.54, 138.54, 138.54, 138.54
04/25/80, 137.92, 137.92, 137.92, 137.92
04/24/80, 138.69, 138.69, 138.69, 138.69
04/23/80, 136.92, 136.92, 136.92, 136.92
04/22/80, 135.71, 135.71, 135.71, 135.71
04/21/80, 133.08, 133.08, 133.08, 133.08
04/18/80, 134.66, 134.66, 134.66, 134.66
04/17/80, 134.55, 134.55, 134.55, 134.55
04/16/80, 135.76, 135.76, 135.76, 135.76
04/15/80, 136.39, 136.39, 136.39, 136.39
04/14/80, 136.67, 136.67, 136.67, 136.67
04/11/80, 137.75, 137.75, 137.75, 137.75
04/10/80, 137.28, 137.28, 137.28, 137.28
04/09/80, 136.04, 136.04, 136.04, 136.04
04/08/80, 134.37, 134.37, 134.37, 134.37
04/07/80, 133.40, 133.40, 133.40, 133.40
04/03/80, 136.01, 136.01, 136.01, 136.01
04/02/80, 135.80, 135.80, 135.80, 135.80
04/01/80, 133.14, 133.14, 133.14, 133.14
03/31/80, 131.00, 131.00, 131.00, 131.00
03/28/80, 129.25, 129.25, 129.25, 129.25
03/27/80, 124.09, 124.09, 124.09, 124.09
03/26/80, 132.22, 132.22, 132.22, 132.22
03/25/80, 132.52, 132.52, 132.52, 132.52
03/24/80, 134.61, 134.61, 134.61, 134.61
03/21/80, 138.80, 138.80, 138.80, 138.80
03/20/80, 139.64, 139.64, 139.64, 139.64
03/19/80, 139.97, 139.97, 139.97, 139.97
03/18/80, 138.92, 138.92, 138.92, 138.92
03/17/80, 139.70, 139.70, 139.70, 139.70
03/14/80, 144.44, 144.44, 144.44, 144.44
03/13/80, 144.98, 144.98, 144.98, 144.98
03/12/80, 144.63, 144.63, 144.63, 144.63
03/11/80, 144.56, 144.56, 144.56, 144.56
03/10/80, 143.75, 143.75, 143.75, 143.75
03/07/80, 146.19, 146.19, 146.19, 146.19
03/06/80, 148.64, 148.64, 148.64, 148.64
03/05/80, 152.94, 152.94, 152.94, 152.94
03/04/80, 155.39, 155.39, 155.39, 155.39
03/03/80, 156.87, 156.87, 156.87, 156.87
02/29/80, 158.03, 158.03, 158.03, 158.03
02/28/80, 157.46, 157.46, 157.46, 157.46
02/27/80, 157.73, 157.73, 157.73, 157.73
02/26/80, 158.50, 158.50, 158.50, 158.50
02/25/80, 157.97, 157.97, 157.97, 157.97
02/22/80, 160.08, 160.08, 160.08, 160.08
02/21/80, 161.31, 161.31, 161.31, 161.31
02/20/80, 162.10, 162.10, 162.10, 162.10
02/19/80, 161.06, 161.06, 161.06, 161.06
02/15/80, 162.56, 162.56, 162.56, 162.56
02/14/80, 163.54, 163.54, 163.54, 163.54
02/13/80, 164.98, 164.98, 164.98, 164.98
02/12/80, 164.57, 164.57, 164.57, 164.57
02/11/80, 164.46, 164.46, 164.46, 164.46
02/08/80, 165.25, 165.25, 165.25, 165.25
02/07/80, 163.77, 163.77, 163.77, 163.77
02/06/80, 162.99, 162.99, 162.99, 162.99
02/05/80, 162.20, 162.20, 162.20, 162.20
02/04/80, 162.02, 162.02, 162.02, 162.02
02/01/80, 162.30, 162.30, 162.30, 162.30
01/31/80, 161.75, 161.75, 161.75, 161.75
01/30/80, 161.30, 161.30, 161.30, 161.30
01/29/80, 160.29, 160.29, 160.29, 160.29
01/28/80, 160.70, 160.70, 160.70, 160.70
01/25/80, 159.70, 159.70, 159.70, 159.70
01/24/80, 159.24, 159.24, 159.24, 159.24
01/23/80, 158.50, 158.50, 158.50, 158.50
01/22/80, 156.92, 156.92, 156.92, 156.92
01/21/80, 157.35, 157.35, 157.35, 157.35
01/18/80, 156.14, 156.14, 156.14, 156.14
01/17/80, 155.81, 155.81, 155.81, 155.81
01/16/80, 155.99, 155.99, 155.99, 155.99
01/15/80, 154.96, 154.96, 154.96, 154.96
01/14/80, 154.40, 154.40, 154.40, 154.40
01/11/80, 153.87, 153.87, 153.87, 153.87
01/10/80, 153.12, 153.12, 153.12, 153.12
01/09/80, 151.60, 151.60, 151.60, 151.60
01/08/80, 150.68, 150.68, 150.68, 150.68
01/07/80, 148.62, 148.62, 148.62, 148.62
01/04/80, 148.02, 148.02, 148.02, 148.02
01/03/80, 145.97, 145.97, 145.97, 145.97
01/02/80, 148.17, 148.17, 148.17, 148.17
12/31/79, 151.14, 150.14, 150.14, 151.14
12/28/79, 150.83, 150.83, 150.83, 150.83
12/27/79, 150.23, 150.23, 150.23, 150.23
12/26/79, 150.01, 150.01, 150.01, 150.01
12/24/79, 149.97, 149.97, 149.97, 149.97
12/21/79, 150.17, 150.17, 150.17, 150.17
12/20/79, 150.27, 150.27, 150.27, 150.27
12/19/79, 149.65, 149.65, 149.65, 149.65
12/18/79, 149.72, 149.72, 149.72, 149.72
12/17/79, 150.56, 150.56, 150.56, 150.56
12/14/79, 150.03, 150.03, 150.03, 150.03
12/13/79, 148.97, 148.97, 148.97, 148.97
12/12/79, 148.51, 148.51, 148.51, 148.51
12/11/79, 147.83, 147.83, 147.83, 147.83
12/10/79, 147.97, 147.97, 147.97, 147.97
12/07/79, 147.49, 147.49, 147.49, 147.49
12/06/79, 147.04, 147.04, 147.04, 147.04
12/05/79, 145.92, 145.92, 145.92, 145.92
12/04/79, 144.80, 144.80, 144.80, 144.80
12/03/79, 143.86, 143.86, 143.86, 143.86
11/30/79, 144.26, 144.26, 144.26, 144.26
11/29/79, 144.16, 144.16, 144.16, 144.16
11/28/79, 143.53, 143.53, 143.53, 143.53
11/26/79, 141.95, 141.95, 141.95, 141.95
11/23/79, 139.85, 139.85, 139.85, 139.85
11/21/79, 138.88, 138.88, 138.88, 138.88
11/20/79, 139.50, 139.50, 139.50, 139.50
11/19/79, 139.98, 139.98, 139.98, 139.98
11/16/79, 139.07, 139.07, 139.07, 139.07
11/15/79, 138.92, 138.92, 138.92, 138.92
11/14/79, 137.76, 137.76, 137.76, 137.76
11/13/79, 137.14, 137.14, 137.14, 137.14
11/12/79, 137.05, 137.05, 137.05, 137.05
11/09/79, 135.86, 135.86, 135.86, 135.86
11/08/79, 134.77, 134.77, 134.77, 134.77
11/07/79, 134.14, 134.14, 134.14, 134.14
11/06/79, 135.66, 135.66, 135.66, 135.66
11/05/79, 136.11, 136.11, 136.11, 136.11
11/02/79, 136.88, 136.88, 136.88, 136.88
11/01/79, 136.42, 136.42, 136.42, 136.42
10/31/79, 135.53, 135.53, 135.53, 135.53
10/30/79, 135.48, 135.48, 135.48, 135.48
10/29/79, 133.91, 133.91, 133.91, 133.91
10/26/79, 133.75, 133.75, 133.75, 133.75
10/25/79, 132.72, 132.72, 132.72, 132.72
10/24/79, 133.02, 133.02, 133.02, 133.02
10/23/79, 132.61, 132.61, 132.61, 132.61
10/22/79, 133.16, 133.16, 133.16, 133.16
10/19/79, 136.59, 136.59, 136.59, 136.59
10/18/79, 139.46, 139.46, 139.46, 139.46
10/17/79, 139.04, 139.04, 139.04, 139.04
10/16/79, 138.34, 138.34, 138.34, 138.34
10/15/79, 138.39, 138.39, 138.39, 138.39
10/12/79, 140.71, 140.71, 140.71, 140.71
10/11/79, 140.09, 140.09, 140.09, 140.09
10/10/79, 139.31, 139.31, 139.31, 139.31
10/09/79, 145.20, 145.20, 145.20, 145.20
10/08/79, 150.98, 150.98, 150.98, 150.98
10/05/79, 152.29, 152.29, 152.29, 152.29
10/04/79, 151.42, 151.42, 151.42, 151.42
10/03/79, 150.51, 150.51, 150.51, 150.51
10/02/79, 150.01, 150.01, 150.01, 150.01
10/01/79, 149.59, 149.59, 149.59, 149.59
09/28/79, 149.98, 149.98, 149.98, 149.98
09/27/79, 150.37, 150.37, 150.37, 150.37
09/26/79, 149.88, 149.88, 149.88, 149.88
09/25/79, 149.27, 149.27, 149.27, 149.27
09/24/79, 150.12, 150.12, 150.12, 150.12
09/21/79, 150.65, 150.65, 150.65, 150.65
09/20/79, 150.20, 150.20, 150.20, 150.20
09/19/79, 149.44, 149.44, 149.44, 149.44
09/18/79, 149.19, 149.19, 149.19, 149.19
09/17/79, 150.46, 150.46, 150.46, 150.46
09/14/79, 150.56, 150.56, 149.36, 150.56
09/13/79, 149.33, 149.46, 148.71, 149.33
09/12/79, 148.66, 148.67, 148.16, 148.66
09/11/79, 148.39, 149.41, 148.35, 148.39
09/10/79, 148.91, 148.91, 148.16, 148.91
09/07/79, 148.07, 148.08, 146.88, 148.07
09/06/79, 146.87, 146.90, 146.10, 146.87
09/05/79, 146.03, 147.72, 145.86, 146.03
09/04/79, 148.49, 150.42, 148.49, 148.49
08/31/79, 150.44, 150.46, 150.10, 150.44
08/30/79, 150.06, 150.10, 149.97, 150.06
08/29/79, 150.04, 150.04, 149.58, 150.04
08/28/79, 149.54, 149.56, 149.50, 149.54
08/27/79, 149.51, 149.67, 149.24, 149.51
08/24/79, 149.40, 149.40, 148.84, 149.40
08/23/79, 149.13, 149.18, 148.79, 149.13
08/22/79, 148.74, 148.74, 148.02, 148.74
08/21/79, 147.99, 148.15, 147.69, 147.99
08/20/79, 147.95, 147.96, 147.84, 147.95
08/17/79, 147.84, 147.84, 147.31, 147.84
08/16/79, 147.44, 147.54, 147.32, 147.44
08/15/79, 147.14, 147.14, 146.36, 147.14
08/14/79, 146.30, 146.30, 145.89, 146.30
08/13/79, 146.07, 146.07, 145.22, 146.07
08/10/79, 145.07, 145.07, 144.19, 145.07
08/09/79, 144.27, 144.36, 143.95, 144.27
08/08/79, 144.06, 144.16, 143.46, 144.06
08/07/79, 143.30, 143.30, 142.51, 143.30
08/06/79, 142.41, 142.52, 142.30, 142.41
08/03/79, 142.63, 142.66, 142.51, 142.63
08/02/79, 142.54, 142.66, 142.12, 142.54
08/01/79, 141.90, 141.90, 141.39, 141.90
07/31/79, 141.33, 141.33, 140.65, 141.33
07/30/79, 140.54, 140.54, 140.06, 140.54
07/27/79, 140.02, 140.02, 139.57, 140.02
07/26/79, 139.52, 139.52, 138.97, 139.52
07/25/79, 138.97, 138.97, 138.10, 138.97
07/24/79, 138.02, 138.02, 137.60, 138.02
07/23/79, 137.57, 137.92, 137.46, 137.57
07/20/79, 137.98, 137.98, 137.49, 137.98
07/19/79, 137.57, 137.58, 137.23, 137.57
07/18/79, 137.26, 137.47, 136.81, 137.26
07/17/79, 137.86, 139.00, 137.86, 137.86
07/16/79, 138.89, 138.89, 138.62, 138.89
07/13/79, 138.52, 138.58, 138.13, 138.52
07/12/79, 138.68, 138.92, 138.61, 138.68
07/11/79, 138.85, 138.91, 138.70, 138.85
07/10/79, 138.97, 139.43, 138.85, 138.97
07/09/79, 139.15, 139.15, 138.83, 139.15
07/06/79, 138.64, 138.64, 137.91, 138.64
07/05/79, 137.79, 137.79, 137.07, 137.79
07/03/79, 137.03, 137.03, 136.80, 137.03
07/02/79, 137.03, 138.07, 136.96, 137.03
06/29/79, 138.13, 138.51, 137.89, 138.13
06/28/79, 138.08, 138.18, 137.56, 138.08
06/27/79, 137.40, 137.40, 136.47, 137.40
06/26/79, 136.53, 137.12, 136.51, 136.53
06/25/79, 136.89, 136.89, 136.87, 136.89
06/22/79, 137.24, 137.24, 136.81, 137.24
06/21/79, 136.71, 136.79, 136.50, 136.71
06/20/79, 136.45, 136.45, 136.04, 136.45
06/19/79, 136.05, 136.10, 135.65, 136.05
06/18/79, 135.85, 136.32, 135.84, 135.85
06/15/79, 136.25, 136.35, 136.02, 136.25
06/14/79, 136.02, 136.02, 135.61, 136.02
06/13/79, 136.01, 136.28, 136.01, 136.01
06/12/79, 135.92, 136.06, 135.19, 135.92
06/11/79, 135.04, 135.04, 134.95, 135.04
06/08/79, 134.96, 134.96, 134.60, 134.96
06/07/79, 134.55, 134.56, 133.86, 134.55
06/06/79, 133.62, 133.64, 133.26, 133.62
06/05/79, 133.02, 133.02, 132.02, 133.02
06/04/79, 131.95, 131.95, 131.78, 131.95
06/01/79, 131.76, 131.76, 131.43, 131.76
05/31/79, 131.42, 131.42, 130.97, 131.42
05/30/79, 131.39, 132.40, 131.39, 131.39
05/29/79, 132.46, 132.89, 132.45, 132.46
05/25/79, 132.68, 132.68, 132.31, 132.68
05/24/79, 132.10, 132.11, 131.77, 132.10
05/23/79, 132.12, 132.43, 132.06, 132.12
05/22/79, 131.90, 131.90, 131.07, 131.90
05/21/79, 131.16, 131.32, 130.94, 131.16
05/18/79, 131.01, 131.01, 130.70, 131.01
05/17/79, 130.44, 130.44, 129.52, 130.44
05/16/79, 129.35, 129.46, 129.00, 129.35
05/15/79, 129.01, 129.08, 128.74, 129.01
05/14/79, 128.99, 129.66, 128.98, 128.99
05/11/79, 129.69, 129.69, 129.42, 129.69
05/10/79, 129.71, 130.47, 129.71, 129.71
05/09/79, 130.34, 130.34, 129.71, 130.34
05/08/79, 129.60, 130.08, 128.99, 129.60
05/07/79, 130.60, 133.36, 130.60, 130.60
05/04/79, 133.72, 134.41, 133.72, 133.72
05/03/79, 134.20, 134.45, 134.12, 134.20
05/02/79, 133.99, 133.99, 133.72, 133.99
05/01/79, 133.79, 134.05, 133.78, 133.79
04/30/79, 133.82, 134.33, 133.75, 133.82
04/27/79, 134.37, 134.49, 134.26, 134.37
04/26/79, 134.65, 134.89, 134.64, 134.65
04/25/79, 134.78, 134.78, 134.33, 134.78
04/24/79, 134.29, 134.44, 133.92, 134.29
04/23/79, 133.87, 133.96, 133.73, 133.87
04/20/79, 133.67, 133.67, 133.05, 133.67
04/19/79, 133.18, 133.48, 133.05, 133.18
04/18/79, 132.91, 132.92, 132.19, 132.91
04/17/79, 132.26, 132.62, 132.26, 132.26
04/16/79, 132.48, 133.47, 132.48, 132.48
04/12/79, 133.54, 133.55, 133.40, 133.54
04/11/79, 133.57, 134.38, 133.57, 133.57
04/10/79, 134.22, 134.22, 133.73, 134.22
04/09/79, 133.74, 133.83, 133.56, 133.74
04/06/79, 133.75, 133.86, 133.37, 133.75
04/05/79, 133.37, 133.39, 132.94, 133.37
04/04/79, 132.75, 133.01, 132.48, 132.75
04/03/79, 132.33, 132.33, 131.40, 132.33
04/02/79, 131.36, 131.69, 131.21, 131.36
03/30/79, 131.76, 131.76, 131.39, 131.76
03/29/79, 131.29, 131.40, 130.83, 131.29
03/28/79, 130.87, 131.34, 130.87, 130.87
03/27/79, 130.78, 130.78, 130.07, 130.78
03/26/79, 130.11, 130.54, 130.11, 130.11
03/23/79, 130.58, 130.59, 130.16, 130.58
03/22/79, 130.08, 130.20, 129.83, 130.08
03/21/79, 129.44, 129.44, 128.79, 129.44
03/20/79, 128.79, 129.22, 128.74, 128.79
03/19/79, 129.14, 129.31, 128.73, 129.14
03/16/79, 128.55, 128.55, 127.87, 128.55
03/15/79, 127.85, 128.00, 127.54, 127.85
03/14/79, 127.59, 127.84, 127.43, 127.59
03/13/79, 127.69, 127.86, 127.19, 127.69
03/12/79, 127.19, 127.19, 126.66, 127.19
03/09/79, 127.25, 127.62, 127.25, 127.25
03/08/79, 127.05, 127.05, 125.72, 127.05
03/07/79, 125.61, 125.62, 124.53, 125.61
03/06/79, 124.43, 124.85, 124.34, 124.43
03/05/79, 124.72, 124.72, 123.83, 124.72
03/02/79, 123.67, 123.68, 123.48, 123.67
03/01/79, 123.33, 123.33, 122.63, 123.33
02/28/79, 122.56, 122.56, 122.35, 122.56
02/27/79, 122.64, 124.74, 122.64, 122.64
02/26/79, 124.90, 125.14, 124.90, 124.90
02/23/79, 125.04, 125.39, 125.04, 125.04
02/22/79, 125.45, 125.65, 125.40, 125.45
02/21/79, 125.76, 126.06, 125.74, 125.76
02/20/79, 125.83, 125.83, 125.58, 125.83
02/16/79, 125.57, 125.57, 125.00, 125.57
02/15/79, 124.93, 124.93, 124.51, 124.93
02/14/79, 124.61, 125.14, 124.61, 124.61
02/13/79, 124.89, 124.93, 124.26, 124.89
02/12/79, 124.05, 124.05, 123.53, 124.05
02/09/79, 123.76, 123.76, 123.40, 123.76
02/08/79, 123.41, 123.41, 122.81, 123.41
02/07/79, 122.80, 124.12, 122.69, 122.80
02/06/79, 124.31, 124.41, 124.04, 124.31
02/05/79, 124.34, 125.63, 124.34, 124.34
02/02/79, 125.82, 126.09, 125.79, 125.82
02/01/79, 125.76, 125.76, 125.58, 125.76
01/31/79, 125.82, 126.53, 125.82, 125.82
01/30/79, 126.51, 126.92, 126.51, 126.51
01/29/79, 126.77, 127.10, 126.69, 126.77
01/26/79, 127.04, 127.06, 126.61, 127.04
01/25/79, 126.42, 126.50, 125.46, 126.42
01/24/79, 125.34, 125.81, 125.34, 125.34
01/23/79, 125.46, 125.46, 124.81, 125.46
01/22/79, 124.66, 124.66, 124.54, 124.66
01/19/79, 124.65, 124.65, 124.46, 124.65
01/18/79, 124.31, 124.31, 123.78, 124.31
01/17/79, 123.59, 123.59, 123.17, 123.59
01/16/79, 123.74, 124.66, 123.74, 123.74
01/15/79, 124.47, 124.47, 123.84, 124.47
01/12/79, 123.74, 123.90, 123.38, 123.74
01/11/79, 122.76, 122.76, 121.99, 122.76
01/10/79, 122.28, 122.93, 122.28, 122.28
01/09/79, 122.66, 122.66, 122.02, 122.66
01/08/79, 121.92, 121.95, 121.64, 121.92
01/05/79, 122.05, 122.09, 120.73, 122.05
01/04/79, 120.66, 120.83, 119.23, 120.66
01/03/79, 119.11, 119.12, 118.07, 119.11
01/02/79, 117.84, 117.94, 117.51, 117.84
12/29/78, 117.98, 117.98, 117.33, 117.98
12/28/78, 117.30, 117.49, 117.09, 117.30
12/27/78, 117.33, 117.85, 117.33, 117.33
12/26/78, 117.68, 117.68, 117.06, 117.68
12/22/78, 116.93, 116.93, 115.93, 116.93
12/21/78, 115.85, 115.97, 115.49, 115.85
12/20/78, 115.30, 115.30, 114.85, 115.30
12/19/78, 114.73, 114.77, 114.35, 114.73
12/18/78, 114.33, 116.23, 114.24, 114.33
12/15/78, 117.41, 118.18, 117.41, 117.41
12/14/78, 118.15, 118.15, 117.78, 118.15
12/13/78, 118.13, 118.66, 118.13, 118.13
12/12/78, 118.50, 119.19, 118.48, 118.50
12/11/78, 119.15, 119.21, 118.74, 119.15
12/08/78, 118.77, 118.77, 118.49, 118.77
12/07/78, 118.55, 119.05, 118.52, 118.55
12/06/78, 118.45, 118.80, 118.13, 118.45
12/05/78, 117.67, 117.67, 116.62, 117.67
12/04/78, 116.57, 116.61, 116.25, 116.57
12/01/78, 116.19, 116.19, 115.19, 116.19
11/30/78, 114.69, 114.69, 113.91, 114.69
11/29/78, 114.09, 115.26, 114.09, 114.09
11/28/78, 115.60, 116.57, 115.60, 115.60
11/27/78, 115.97, 116.36, 115.79, 115.97
11/24/78, 116.17, 116.17, 115.48, 116.17
11/22/78, 115.37, 115.37, 114.61, 115.37
11/21/78, 114.56, 114.88, 114.33, 114.56
11/20/78, 114.51, 114.58, 113.80, 114.51
11/17/78, 113.69, 113.69, 112.49, 113.69
11/16/78, 112.21, 112.21, 111.32, 112.21
11/15/78, 111.44, 111.93, 111.07, 111.44
11/14/78, 110.88, 112.51, 110.80, 110.88
